broadCastDate,relatingTo,consolidated,audited,fromDate,toDate,xbrl
19-Mar-2025 12:38:01,Quarterly Financial Results,Audited,Audited,19-Mar-2025 12:38:01,19-Mar-2025 12:38:01,
18-Mar-2025 15:53:28,Quarterly Financial Results,Audited,Audited,18-Mar-2025 15:53:28,18-Mar-2025 15:53:28,
10-Mar-2025 15:23:20,Quarterly Financial Results,Audited,Audited,10-Mar-2025 15:23:20,10-Mar-2025 15:23:20,
07-Mar-2025 13:35:10,Quarterly Financial Results,Audited,Audited,07-Mar-2025 13:35:10,07-Mar-2025 13:35:10,
06-Feb-2025 15:04:39,Quarterly Financial Results,Audited,Audited,06-Feb-2025 15:04:39,06-Feb-2025 15:04:39,
06-Feb-2025 15:00:38,Quarterly Financial Results,Audited,Audited,06-Feb-2025 15:00:38,06-Feb-2025 15:00:38,
24-Dec-2024 15:19:23,Quarterly Financial Results,Audited,Audited,24-Dec-2024 15:19:23,24-Dec-2024 15:19:23,
06-Dec-2024 13:27:38,Quarterly Financial Results,Audited,Audited,06-Dec-2024 13:27:38,06-Dec-2024 13:27:38,
26-Oct-2024 15:32:22,Quarterly Financial Results,Audited,Audited,26-Oct-2024 15:32:22,26-Oct-2024 15:32:22,
30-Sep-2024 18:52:07,Quarterly Financial Results,Audited,Audited,30-Sep-2024 18:52:07,30-Sep-2024 18:52:07,
27-Jul-2024 14:33:24,Quarterly Financial Results,Audited,Audited,27-Jul-2024 14:33:24,27-Jul-2024 14:33:24,
27-Jul-2024 14:24:49,Quarterly Financial Results,Audited,Audited,27-Jul-2024 14:24:49,27-Jul-2024 14:24:49,
23-Jul-2024 15:12:53,Quarterly Financial Results,Audited,Audited,23-Jul-2024 15:12:53,23-Jul-2024 15:12:53,
29-Jun-2024 11:48:40,Quarterly Financial Results,Audited,Audited,29-Jun-2024 11:48:40,29-Jun-2024 11:48:40,
31-May-2024 16:51:13,Quarterly Financial Results,Audited,Audited,31-May-2024 16:51:13,31-May-2024 16:51:13,
30-Apr-2024 14:11:29,Quarterly Financial Results,Audited,Audited,30-Apr-2024 14:11:29,30-Apr-2024 14:11:29,
30-Apr-2024 14:02:30,Quarterly Financial Results,Audited,Audited,30-Apr-2024 14:02:30,30-Apr-2024 14:02:30,
27-Mar-2024 15:54:22,Quarterly Financial Results,Audited,Audited,27-Mar-2024 15:54:22,27-Mar-2024 15:54:22,
23-Jan-2024 14:24:23,Quarterly Financial Results,Audited,Audited,23-Jan-2024 14:24:23,23-Jan-2024 14:24:23,
23-Jan-2024 14:15:31,Quarterly Financial Results,Audited,Audited,23-Jan-2024 14:15:31,23-Jan-2024 14:15:31,
30-Nov-2023 12:46:45,Quarterly Financial Results,Audited,Audited,30-Nov-2023 12:46:45,30-Nov-2023 12:46:45,
01-Nov-2023 13:04:10,Quarterly Financial Results,Audited,Audited,01-Nov-2023 13:04:10,01-Nov-2023 13:04:10,
27-Oct-2023 15:02:23,Quarterly Financial Results,Audited,Audited,27-Oct-2023 15:02:23,27-Oct-2023 15:02:23,
26-Oct-2023 19:23:04,Quarterly Financial Results,Audited,Audited,26-Oct-2023 19:23:04,26-Oct-2023 19:23:04,
27-Sep-2023 14:51:09,Quarterly Financial Results,Audited,Audited,27-Sep-2023 14:51:09,27-Sep-2023 14:51:09,
26-Jul-2023 15:48:14,Quarterly Financial Results,Audited,Audited,26-Jul-2023 15:48:14,26-Jul-2023 15:48:14,
26-Jul-2023 15:40:47,Quarterly Financial Results,Audited,Audited,26-Jul-2023 15:40:47,26-Jul-2023 15:40:47,
21-Jul-2023 18:53:35,Quarterly Financial Results,Audited,Audited,21-Jul-2023 18:53:35,21-Jul-2023 18:53:35,
13-Jun-2023 12:07:08,Quarterly Financial Results,Audited,Audited,13-Jun-2023 12:07:08,13-Jun-2023 12:07:08,
24-May-2023 19:09:12,Quarterly Financial Results,Audited,Audited,24-May-2023 19:09:12,24-May-2023 19:09:12,
24-May-2023 17:13:16,Quarterly Financial Results,Audited,Audited,24-May-2023 17:13:16,24-May-2023 17:13:16,
17-May-2023 17:31:06,Quarterly Financial Results,Audited,Audited,17-May-2023 17:31:06,17-May-2023 17:31:06,
17-May-2023 17:26:18,Quarterly Financial Results,Audited,Audited,17-May-2023 17:26:18,17-May-2023 17:26:18,
09-Mar-2023 18:21:52,Quarterly Financial Results,Audited,Audited,09-Mar-2023 18:21:52,09-Mar-2023 18:21:52,
30-Jan-2023 18:36:17,Quarterly Financial Results,Audited,Audited,30-Jan-2023 18:36:17,30-Jan-2023 18:36:17,
27-Oct-2022 11:57:31,Quarterly Financial Results,Audited,Audited,27-Oct-2022 11:57:31,27-Oct-2022 11:57:31,
04-Aug-2022 17:46:45,Quarterly Financial Results,Audited,Audited,04-Aug-2022 17:46:45,04-Aug-2022 17:46:45,
30-Jun-2022 20:21:57,Quarterly Financial Results,Audited,Audited,30-Jun-2022 20:21:57,30-Jun-2022 20:21:57,
13-May-2022 18:50:29,Quarterly Financial Results,Audited,Audited,13-May-2022 18:50:29,13-May-2022 18:50:29,
13-May-2022 18:34:10,Quarterly Financial Results,Audited,Audited,13-May-2022 18:34:10,13-May-2022 18:34:10,
21-Mar-2022 18:39:56,Quarterly Financial Results,Audited,Audited,21-Mar-2022 18:39:56,21-Mar-2022 18:39:56,
04-Feb-2022 15:10:40,Quarterly Financial Results,Audited,Audited,04-Feb-2022 15:10:40,04-Feb-2022 15:10:40,
29-Oct-2021 17:09:38,Quarterly Financial Results,Audited,Audited,29-Oct-2021 17:09:38,29-Oct-2021 17:09:38,
05-Aug-2021 14:50:28,Quarterly Financial Results,Audited,Audited,05-Aug-2021 14:50:28,05-Aug-2021 14:50:28,
28-May-2021 22:03:40,Quarterly Financial Results,Audited,Audited,28-May-2021 22:03:40,28-May-2021 22:03:40,
28-May-2021 15:31:55,Quarterly Financial Results,Audited,Audited,28-May-2021 15:31:55,28-May-2021 15:31:55,
10-Mar-2021 15:45:29,Quarterly Financial Results,Audited,Audited,10-Mar-2021 15:45:29,10-Mar-2021 15:45:29,
04-Feb-2021 15:43:47,Quarterly Financial Results,Audited,Audited,04-Feb-2021 15:43:47,04-Feb-2021 15:43:47,
06-Nov-2020 20:02:08,Quarterly Financial Results,Audited,Audited,06-Nov-2020 20:02:08,06-Nov-2020 20:02:08,
06-Nov-2020 19:58:37,Quarterly Financial Results,Audited,Audited,06-Nov-2020 19:58:37,06-Nov-2020 19:58:37,
07-Aug-2020 15:32:15,Quarterly Financial Results,Audited,Audited,07-Aug-2020 15:32:15,07-Aug-2020 15:32:15,
17-Jun-2020 16:57:38,Quarterly Financial Results,Audited,Audited,17-Jun-2020 16:57:38,17-Jun-2020 16:57:38,
25-Mar-2020 16:51:00,Quarterly Financial Results,Audited,Audited,25-Mar-2020 16:51:00,25-Mar-2020 16:51:00,
04-Feb-2020 19:34:00,Quarterly Financial Results,Audited,Audited,04-Feb-2020 19:34:00,04-Feb-2020 19:34:00,
04-Feb-2020 18:41:49,Quarterly Financial Results,Audited,Audited,04-Feb-2020 18:41:49,04-Feb-2020 18:41:49,
05-Nov-2019 15:11:46,Quarterly Financial Results,Audited,Audited,05-Nov-2019 15:11:46,05-Nov-2019 15:11:46,
06-Aug-2019 14:59:24,Quarterly Financial Results,Audited,Audited,06-Aug-2019 14:59:24,06-Aug-2019 14:59:24,
10-Jul-2019 14:39:00,Quarterly Financial Results,Audited,Audited,10-Jul-2019 14:39:00,10-Jul-2019 14:39:00,
24-May-2019 19:12:00,Quarterly Financial Results,Audited,Audited,24-May-2019 19:12:00,24-May-2019 19:12:00,
24-May-2019 17:23:27,Quarterly Financial Results,Audited,Audited,24-May-2019 17:23:27,24-May-2019 17:23:27,
20-Mar-2019 13:43:00,Quarterly Financial Results,Audited,Audited,20-Mar-2019 13:43:00,20-Mar-2019 13:43:00,
28-Feb-2019 14:51:00,Quarterly Financial Results,Audited,Audited,28-Feb-2019 14:51:00,28-Feb-2019 14:51:00,
28-Feb-2019 08:46:00,Quarterly Financial Results,Audited,Audited,28-Feb-2019 08:46:00,28-Feb-2019 08:46:00,
08-Feb-2019 16:56:28,Quarterly Financial Results,Audited,Audited,08-Feb-2019 16:56:28,08-Feb-2019 16:56:28,
08-Feb-2019 13:25:00,Quarterly Financial Results,Audited,Audited,08-Feb-2019 13:25:00,08-Feb-2019 13:25:00,
05-Dec-2018 14:27:50,Quarterly Financial Results,Audited,Audited,05-Dec-2018 14:27:50,05-Dec-2018 14:27:50,
05-Oct-2018 15:34:00,Quarterly Financial Results,Audited,Audited,05-Oct-2018 15:34:00,05-Oct-2018 15:34:00,
14-Sep-2018 15:50:34,Quarterly Financial Results,Audited,Audited,14-Sep-2018 15:50:34,14-Sep-2018 15:50:34,
07-Aug-2018 17:22:00,Quarterly Financial Results,Audited,Audited,07-Aug-2018 17:22:00,07-Aug-2018 17:22:00,
25-Jul-2018 15:00:00,Quarterly Financial Results,Audited,Audited,25-Jul-2018 15:00:00,25-Jul-2018 15:00:00,
05-Jun-2018 15:36:00,Quarterly Financial Results,Audited,Audited,05-Jun-2018 15:36:00,05-Jun-2018 15:36:00,
31-May-2018 11:52:00,Quarterly Financial Results,Audited,Audited,31-May-2018 11:52:00,31-May-2018 11:52:00,
28-May-2018 18:39:00,Quarterly Financial Results,Audited,Audited,28-May-2018 18:39:00,28-May-2018 18:39:00,
28-May-2018 18:01:29,Quarterly Financial Results,Audited,Audited,28-May-2018 18:01:29,28-May-2018 18:01:29,
04-May-2018 19:35:00,Quarterly Financial Results,Audited,Audited,04-May-2018 19:35:00,04-May-2018 19:35:00,
22-Mar-2018 17:50:00,Quarterly Financial Results,Audited,Audited,22-Mar-2018 17:50:00,22-Mar-2018 17:50:00,
06-Feb-2018 16:47:58,Quarterly Financial Results,Audited,Audited,06-Feb-2018 16:47:58,06-Feb-2018 16:47:58,
06-Nov-2017 14:18:13,Quarterly Financial Results,Audited,Audited,06-Nov-2017 14:18:13,06-Nov-2017 14:18:13,
21-Sep-2017 19:11:00,Quarterly Financial Results,Audited,Audited,21-Sep-2017 19:11:00,21-Sep-2017 19:11:00,
11-Aug-2017 16:00:12,Quarterly Financial Results,Audited,Audited,11-Aug-2017 16:00:12,11-Aug-2017 16:00:12,
30-May-2017 13:10:11,Quarterly Financial Results,Audited,Audited,30-May-2017 13:10:11,30-May-2017 13:10:11,
24-Mar-2017 13:48:00,Quarterly Financial Results,Audited,Audited,24-Mar-2017 13:48:00,24-Mar-2017 13:48:00,
14-Feb-2017 12:52:27,Quarterly Financial Results,Audited,Audited,14-Feb-2017 12:52:27,14-Feb-2017 12:52:27,
09-Nov-2016 14:24:17,Quarterly Financial Results,Audited,Audited,09-Nov-2016 14:24:17,09-Nov-2016 14:24:17,
11-Aug-2016 14:52:06,Quarterly Financial Results,Audited,Audited,11-Aug-2016 14:52:06,11-Aug-2016 14:52:06,
27-May-2016 17:03:51,Quarterly Financial Results,Audited,Audited,27-May-2016 17:03:51,27-May-2016 17:03:51,
27-May-2016 16:46:04,Quarterly Financial Results,Audited,Audited,27-May-2016 16:46:04,27-May-2016 16:46:04,
18-Mar-2016 16:38:00,Quarterly Financial Results,Audited,Audited,18-Mar-2016 16:38:00,18-Mar-2016 16:38:00,
10-Feb-2016 15:41:00,Quarterly Financial Results,Audited,Audited,10-Feb-2016 15:41:00,10-Feb-2016 15:41:00,
10-Feb-2016 15:10:27,Quarterly Financial Results,Audited,Audited,10-Feb-2016 15:10:27,10-Feb-2016 15:10:27,
09-Nov-2015 17:03:00,Quarterly Financial Results,Audited,Audited,09-Nov-2015 17:03:00,09-Nov-2015 17:03:00,
09-Nov-2015 14:00:41,Quarterly Financial Results,Audited,Audited,09-Nov-2015 14:00:41,09-Nov-2015 14:00:41,
07-Aug-2015 18:33:44,Quarterly Financial Results,Audited,Audited,07-Aug-2015 18:33:44,07-Aug-2015 18:33:44,
28-May-2015 19:39:03,Quarterly Financial Results,Audited,Audited,28-May-2015 19:39:03,28-May-2015 19:39:03,
17-Feb-2015 10:43:02,Quarterly Financial Results,Audited,Audited,17-Feb-2015 10:43:02,17-Feb-2015 10:43:02,
13-Feb-2015 20:08:00,Quarterly Financial Results,Audited,Audited,13-Feb-2015 20:08:00,13-Feb-2015 20:08:00,
13-Feb-2015 18:03:03,Quarterly Financial Results,Audited,Audited,13-Feb-2015 18:03:03,13-Feb-2015 18:03:03,
10-Nov-2014 14:07:03,Quarterly Financial Results,Audited,Audited,10-Nov-2014 14:07:03,10-Nov-2014 14:07:03,
12-Aug-2014 16:35:04,Quarterly Financial Results,Audited,Audited,12-Aug-2014 16:35:04,12-Aug-2014 16:35:04,
26-May-2014 18:19:02,Quarterly Financial Results,Audited,Audited,26-May-2014 18:19:02,26-May-2014 18:19:02,
28-Apr-2014 12:48:00,Quarterly Financial Results,Audited,Audited,28-Apr-2014 12:48:00,28-Apr-2014 12:48:00,
31-Mar-2014 10:59:02,Quarterly Financial Results,Audited,Audited,31-Mar-2014 10:59:02,31-Mar-2014 10:59:02,
14-Feb-2014 16:23:02,Quarterly Financial Results,Audited,Audited,14-Feb-2014 16:23:02,14-Feb-2014 16:23:02,
13-Nov-2013 16:27:02,Quarterly Financial Results,Audited,Audited,13-Nov-2013 16:27:02,13-Nov-2013 16:27:02,
08-Aug-2013 17:04:21,Quarterly Financial Results,Audited,Audited,08-Aug-2013 17:04:21,08-Aug-2013 17:04:21,
28-May-2013 16:50:15,Quarterly Financial Results,Audited,Audited,28-May-2013 16:50:15,28-May-2013 16:50:15,
19-Mar-2013 13:19:05,Quarterly Financial Results,Audited,Audited,19-Mar-2013 13:19:05,19-Mar-2013 13:19:05,
04-Feb-2013 15:32:04,Quarterly Financial Results,Audited,Audited,04-Feb-2013 15:32:04,04-Feb-2013 15:32:04,
02-Nov-2012 16:27:15,Quarterly Financial Results,Audited,Audited,02-Nov-2012 16:27:15,02-Nov-2012 16:27:15,
27-Jul-2012 16:53:05,Quarterly Financial Results,Audited,Audited,27-Jul-2012 16:53:05,27-Jul-2012 16:53:05,
23-May-2012 18:02:28,Quarterly Financial Results,Audited,Audited,23-May-2012 18:02:28,23-May-2012 18:02:28,
16-Feb-2012 16:45:00,Quarterly Financial Results,Audited,Audited,16-Feb-2012 16:45:00,16-Feb-2012 16:45:00,
16-Feb-2012 16:40:17,Quarterly Financial Results,Audited,Audited,16-Feb-2012 16:40:17,16-Feb-2012 16:40:17,
25-Jan-2012 14:57:34,Quarterly Financial Results,Audited,Audited,25-Jan-2012 14:57:34,25-Jan-2012 14:57:34,
10-Nov-2011 16:02:36,Quarterly Financial Results,Audited,Audited,10-Nov-2011 16:02:36,10-Nov-2011 16:02:36,
10-Aug-2011 13:29:15,Quarterly Financial Results,Audited,Audited,10-Aug-2011 13:29:15,10-Aug-2011 13:29:15,
20-Jul-2011 19:24:00,Quarterly Financial Results,Audited,Audited,20-Jul-2011 19:24:00,20-Jul-2011 19:24:00,
24-May-2011 15:41:45,Quarterly Financial Results,Audited,Audited,24-May-2011 15:41:45,24-May-2011 15:41:45,
09-Feb-2011 15:12:34,Quarterly Financial Results,Audited,Audited,09-Feb-2011 15:12:34,09-Feb-2011 15:12:34,
25-Oct-2010 14:06:08,Quarterly Financial Results,Audited,Audited,25-Oct-2010 14:06:08,25-Oct-2010 14:06:08,
25-Jan-2010 10:02:00,Quarterly Financial Results,Audited,Audited,25-Jan-2010 10:02:00,25-Jan-2010 10:02:00,
10-Nov-2009 17:36:00,Quarterly Financial Results,Audited,Audited,10-Nov-2009 17:36:00,10-Nov-2009 17:36:00,
16-Oct-2009 18:29:00,Quarterly Financial Results,Audited,Audited,16-Oct-2009 18:29:00,16-Oct-2009 18:29:00,
22-Sep-2009 10:22:00,Quarterly Financial Results,Audited,Audited,22-Sep-2009 10:22:00,22-Sep-2009 10:22:00,
