audited,bank,broadCastDate,companyName,consolidated,cumulative,difference,exchdisstime,filingDate,financialYear,format,fromDate,indAs,industry,isin,oldNewFlag,params,period,reInd,relatingTo,resultDescription,resultDetailedDataLink,seqNumber,symbol,toDate,xbrl,seqNumber_int
Un-Audited,N,2021-07-23 20:06:23,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:47,23-Jul-2021 20:10:10,23-Jul-2021 20:06,01-Apr-2021 To 31-Mar-2022,New,2021-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202130-Jun-2021Q1UNNNNERELIANCE,Quarterly,N,First Quarter,,,1113941,RELIANCE,2021-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_73302_495021_23072021080622_WEB.xml,1113941
Un-Audited,N,2021-07-23 20:08:00,Reliance Industries Limited,Consolidated,Non-cumulative,00:02:11,23-Jul-2021 20:10:11,23-Jul-2021 20:08,01-Apr-2021 To 31-Mar-2022,New,2021-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202130-Jun-2021Q1UNNCNERELIANCE,Quarterly,N,First Quarter,,,1113942,RELIANCE,2021-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_73303_495024_23072021080800_WEB.xml,1113942
Un-Audited,N,2021-10-22 21:27:30,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:02,22-Oct-2021 21:30:32,22-Oct-2021 21:27,01-Apr-2021 To 31-Mar-2022,New,2021-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-202130-Sep-2021Q2UNNNNERELIANCE,Quarterly,N,Second Quarter,,,1117688,RELIANCE,2021-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_76647_545136_22102021092730_WEB.xml,1117688
Un-Audited,N,2021-10-22 21:30:29,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:35,22-Oct-2021 21:34:04,22-Oct-2021 21:30,01-Apr-2021 To 31-Mar-2022,New,2021-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-202130-Sep-2021Q2UNNCNERELIANCE,Quarterly,N,Second Quarter,,,1117690,RELIANCE,2021-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_76648_545139_22102021093028_WEB.xml,1117690
Un-Audited,N,2022-01-21 20:26:00,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:08,21-Jan-2022 20:28:08,21-Jan-2022 20:26,01-Apr-2021 To 31-Mar-2022,New,2021-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202131-Dec-2021Q3UNNNNERELIANCE,Quarterly,N,Third Quarter,,,1124670,RELIANCE,2021-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_80325_597567_21012022082559_WEB.xml,1124670
Un-Audited,N,2022-01-21 20:27:51,Reliance Industries Limited,Consolidated,Non-cumulative,00:02:16,21-Jan-2022 20:30:07,21-Jan-2022 20:27,01-Apr-2021 To 31-Mar-2022,New,2021-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202131-Dec-2021Q3UNNCNERELIANCE,Quarterly,N,Third Quarter,,,1124674,RELIANCE,2021-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_80327_597575_21012022082751_WEB.xml,1124674
Audited,N,2022-05-06 20:32:16,Reliance Industries Limited,Non-Consolidated,Cumulative,00:03:52,06-May-2022 20:36:08,06-May-2022 20:32,01-Apr-2021 To 31-Mar-2022,New,2021-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202131-Mar-2022ANANCNNERELIANCE,Annual,N,Annual,,,1131997,RELIANCE,2022-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_84064_651788_06052022083214_WEB.xml,1131997
Un-Audited,N,2023-01-20 19:39:07,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:56,20-Jan-2023 19:42:03,20-Jan-2023 19:39,01-Apr-2022 To 31-Mar-2023,New,2022-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202231-Dec-2022Q3UNNNNERELIANCE,Quarterly,N,Third Quarter,,,1138936,RELIANCE,2022-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_87602_776152_20012023073907_WEB.xml,1138936
Un-Audited,N,2023-01-20 19:43:31,Reliance Industries Limited,Consolidated,Non-cumulative,00:02:32,20-Jan-2023 19:46:03,20-Jan-2023 19:43,01-Apr-2022 To 31-Mar-2023,New,2022-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202231-Dec-2022Q3UNNCNERELIANCE,Quarterly,N,Third Quarter,,,1138938,RELIANCE,2022-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_87603_776169_20012023074330_WEB.xml,1138938
Audited,N,2023-04-21 19:57:15,Reliance Industries Limited,Non-Consolidated,Cumulative,00:04:47,21-Apr-2023 20:02:02,21-Apr-2023 19:57,01-Apr-2022 To 31-Mar-2023,New,2022-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202231-Mar-2023ANANCNNERELIANCE,Annual,N,Annual,,,1145209,RELIANCE,2023-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_90781_831386_21042023075712.xml,1145209
Audited,N,2023-04-21 19:59:35,Reliance Industries Limited,Consolidated,Cumulative,00:06:27,21-Apr-2023 20:06:02,21-Apr-2023 19:59,01-Apr-2022 To 31-Mar-2023,New,2022-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202231-Mar-2023ANANCCNERELIANCE,Annual,N,Annual,,,1145211,RELIANCE,2023-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_90782_831396_21042023075933.xml,1145211
Un-Audited,N,2023-07-21 20:34:40,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:23,21-Jul-2023 20:38:03,21-Jul-2023 20:34,01-Apr-2023 To 31-Mar-2024,New,2023-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202330-Jun-2023Q1UNNNNERELIANCE,Quarterly,N,First Quarter,,,1152038,RELIANCE,2023-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_94380_898231_21072023083439.xml,1152038
Un-Audited,N,2023-07-21 20:38:28,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:35,21-Jul-2023 20:42:03,21-Jul-2023 20:38,01-Apr-2023 To 31-Mar-2024,New,2023-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202330-Jun-2023Q1UNNCNERELIANCE,Quarterly,N,First Quarter,,,1152039,RELIANCE,2023-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_94381_898237_21072023083827.xml,1152039
Un-Audited,N,2023-10-27 20:21:48,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:16:15,27-Oct-2023 20:38:03,27-Oct-2023 20:21,01-Apr-2023 To 31-Mar-2024,New,2023-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-202330-Sep-2023Q2UNNNNERELIANCE,Quarterly,N,Second Quarter,,,1156293,RELIANCE,2023-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_98087_969563_27102023082147.xml,1156293
Un-Audited,N,2023-10-27 20:26:18,Reliance Industries Limited,Consolidated,Non-cumulative,00:15:45,27-Oct-2023 20:42:03,27-Oct-2023 20:26,01-Apr-2023 To 31-Mar-2024,New,2023-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-202330-Sep-2023Q2UNNCNERELIANCE,Quarterly,N,Second Quarter,,,1156295,RELIANCE,2023-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_98088_969568_27102023082617.xml,1156295
Un-Audited,N,2024-01-19 19:14:39,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:27,19-Jan-2024 19:18:06,19-Jan-2024 19:14,01-Apr-2023 To 31-Mar-2024,New,2023-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202331-Dec-2023Q3UNNNNERELIANCE,Quarterly,N,Third Quarter,,,1162440,RELIANCE,2023-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_101208_1030548_19012024071439.xml,1162440
Un-Audited,N,2024-01-19 19:17:54,Reliance Industries Limited,Consolidated,Non-cumulative,00:02:11,19-Jan-2024 19:20:05,19-Jan-2024 19:17,01-Apr-2023 To 31-Mar-2024,New,2023-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202331-Dec-2023Q3UNNCNERELIANCE,Quarterly,N,Third Quarter,,,1162442,RELIANCE,2023-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_101209_1030568_19012024071754.xml,1162442
Audited,N,2024-04-22 19:40:30,Reliance Industries Limited,Non-Consolidated,Cumulative,00:03:47,22-Apr-2024 19:44:17,22-Apr-2024 19:40,01-Apr-2023 To 31-Mar-2024,New,2023-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202331-Mar-2024ANANCNNERELIANCE,Annual,N,Annual,,,1169207,RELIANCE,2024-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104633_1106029_22042024074028.xml,1169207
Audited,N,2024-04-22 19:47:12,Reliance Industries Limited,Consolidated,Cumulative,00:03:05,22-Apr-2024 19:50:17,22-Apr-2024 19:47,01-Apr-2023 To 31-Mar-2024,New,2023-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202331-Mar-2024ANANCCNERELIANCE,Annual,N,Annual,,,1169209,RELIANCE,2024-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104634_1106038_22042024074704.xml,1169209
Un-Audited,N,2024-07-19 19:31:45,Reliance Industries Limited,Consolidated,Non-cumulative,00:00:09,19-Jul-2024 19:31:54,19-Jul-2024 19:31,01-Apr-2024 To 31-Mar-2025,New,2024-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202430-Jun-2024Q1UNNCNERELIANCE,Quarterly,N,First Quarter,,,1177715,RELIANCE,2024-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109172_1196014_19072024073145.xml,1177715
Un-Audited,N,2024-07-19 19:33:35,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:00:34,19-Jul-2024 19:34:09,19-Jul-2024 19:33,01-Apr-2024 To 31-Mar-2025,New,2024-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202430-Jun-2024Q1UNNNNERELIANCE,Quarterly,N,First Quarter,,,1177716,RELIANCE,2024-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109173_1196029_19072024073334.xml,1177716
Un-Audited,N,2024-10-14 19:29:38,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:00:37,14-Oct-2024 19:30:15,14-Oct-2024 19:29,01-Apr-2024 To 31-Mar-2025,New,2024-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-202430-Sep-2024Q2UNNNNERELIANCE,Quarterly,N,Second Quarter,,,1181441,RELIANCE,2024-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_112770_1269079_14102024072938.xml,1181441
Un-Audited,N,2024-10-14 19:32:45,Reliance Industries Limited,Consolidated,Non-cumulative,00:00:35,14-Oct-2024 19:33:20,14-Oct-2024 19:32,01-Apr-2024 To 31-Mar-2025,New,2024-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-202430-Sep-2024Q2UNNCNERELIANCE,Quarterly,N,Second Quarter,,,1181443,RELIANCE,2024-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_112771_1269085_14102024073244.xml,1181443
Un-Audited,N,2025-01-16 20:15:20,Reliance Industries Limited,Consolidated,Non-cumulative,00:00:26,16-Jan-2025 20:15:46,16-Jan-2025 20:15,01-Apr-2024 To 31-Mar-2025,New,2024-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202431-Dec-2024Q3UNNCNERELIANCE,Quarterly,N,Third Quarter,,,1189821,RELIANCE,2024-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117297_1348248_16012025081520.xml,1189821
Un-Audited,N,2025-01-16 20:20:21,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:00:33,16-Jan-2025 20:20:54,16-Jan-2025 20:20,01-Apr-2024 To 31-Mar-2025,New,2024-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202431-Dec-2024Q3UNNNNERELIANCE,Quarterly,N,Third Quarter,,,1189823,RELIANCE,2024-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117298_1348254_16012025082021.xml,1189823
