symbol,is_nifty50,financial_period,result_date_announced_to_nse,actual_result_declaration_date,prior_notice_days,intimation_details,raw_broadcast_time
ANGELONE,NO,Quarterly Financial Results,2020-10-21,2020-10-26,5 Days Prior Notice,Updates Angel Broking Limited has informed the Exchange regarding 'Intimation under Regulation 30(5) of SEBI (Listing Ob,2020-10-26 17:05:17
SBILIFE,YES ✅,Qtr ended ,N/A,2020-10-26,N/A,N/A,26-Oct-2020
ICICIGI,NO,Quarterly Financial Results,2020-10-13,2020-10-24,11 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Notice of Board Meeting-New,24-Oct-2020 15:43:30
ICICIGI,NO,Quarterly Financial Results,2020-10-13,2020-10-23,10 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Notice of Board Meeting-New,23-Oct-2020 16:59:34
ICICIGI,NO,Quarterly Financial Results,2020-10-13,2020-10-23,10 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Notice of Board Meeting-New,23-Oct-2020 16:58:22
HDFCLIFE,YES ✅,Qtr ended ,2020-10-19,2020-10-19,0 Days Prior Notice,Outcome of Board Meeting HDFC Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on ,19-Oct-2020
ICICIGI,NO,Quarterly Financial Results,2020-10-13,2020-10-13,0 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Notice of Board Meeting-New,13-Oct-2020 15:57:35
ICICIPRULI,NO,Quarterly Financial Results,2020-09-21,2020-10-07,16 Days Prior Notice,Updates ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding 'Intimation of Postal Ballot,07-Oct-2020 15:23:13
MUTHOOTFIN,NO,Quarterly Financial Results,2020-09-29,2020-09-29,0 Days Prior Notice,Trading Window Muthoot Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (,29-Sep-2020 16:49:13
MUTHOOTFIN,NO,Quarterly Financial Results,2020-07-18,2020-08-19,32 Days Prior Notice,"Outcome of Board Meeting The Board, at its meeting held today, discussed in depth the pros and cons of the stock split p",19-Aug-2020 14:46:42
RECLTD,NO,Quarterly Financial Results,2020-08-07,2020-08-07,0 Days Prior Notice,"Financial Result Updates REC Limited has submitted to the Exchange, the financial results for the period ended June 30, ",07-Aug-2020 15:32:15
HDFCLIFE,YES ✅,Qtr ended ,2020-07-21,2020-07-21,0 Days Prior Notice,Outcome of Board Meeting HDFC Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on ,21-Jul-2020
ICICIPRULI,NO,Quarterly Financial Results,2020-07-09,2020-07-21,12 Days Prior Notice,Updates ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding 'Copy of the Notice publishe,21-Jul-2020 14:37:34
ICICIPRULI,NO,Quarterly Financial Results,2020-07-09,2020-07-21,12 Days Prior Notice,Updates ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding 'Copy of the Notice publishe,21-Jul-2020 14:29:00
SBILIFE,YES ✅,Qtr ended ,N/A,2020-07-21,N/A,N/A,21-Jul-2020
MUTHOOTFIN,NO,Quarterly Financial Results,2020-06-17,2020-07-18,31 Days Prior Notice,"Financial Result Updates Muthoot Finance Limited has submitted to the Exchange, the financial results for the period end",18-Jul-2020 14:16:00
ICICIGI,NO,Quarterly Financial Results,2020-07-08,2020-07-17,9 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Pursuant to Regulation 30 a,17-Jul-2020 17:14:08
ICICIGI,NO,Quarterly Financial Results,2020-07-08,2020-07-17,9 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Pursuant to Regulation 30 a,17-Jul-2020 17:10:00
MUTHOOTFIN,NO,Quarterly Financial Results,2020-05-30,2020-06-29,30 Days Prior Notice,"Code of Conduct under SEBI(PIT) Reg., 2015 Muthoot Finance Limited has informed the Exchange regarding the Code of Condu",29-Jun-2020 18:44:00
MUTHOOTFIN,NO,Quarterly Financial Results,2020-05-30,2020-06-17,18 Days Prior Notice,"Code of Conduct under SEBI(PIT) Reg., 2015 Muthoot Finance Limited has informed the Exchange regarding the Code of Condu",17-Jun-2020 16:07:29
RECLTD,NO,Quarterly Financial Results,2020-06-17,2020-06-17,0 Days Prior Notice,"Financial Result Updates REC Limited has submitted to the Exchange, the financial results for the period ended March 31,",17-Jun-2020 16:57:38
SBILIFE,YES ✅,Qtr ended ,N/A,2020-05-05,N/A,N/A,05-May-2020
ICICIGI,NO,Quarterly Financial Results,2020-04-21,2020-05-02,11 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Pursuant to Regulation 30 a,02-May-2020 17:07:16
ICICIGI,NO,Quarterly Financial Results,2020-04-21,2020-05-02,11 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Pursuant to Regulation 30 a,02-May-2020 17:01:00
ICICIGI,NO,Quarterly Financial Results,2020-04-21,2020-05-02,11 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Pursuant to Regulation 30 a,02-May-2020 16:51:00
HDFCLIFE,YES ✅,Qtr ended ,2020-04-27,2020-04-27,0 Days Prior Notice,Outcome of Board Meeting HDFC Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on ,27-Apr-2020
ICICIPRULI,NO,Quarterly Financial Results,2020-04-25,2020-04-25,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meet,25-Apr-2020 14:58:28
ICICIPRULI,NO,Quarterly Financial Results,2020-04-25,2020-04-25,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meet,25-Apr-2020 14:53:00
MUTHOOTFIN,NO,Quarterly Financial Results,2020-03-09,2020-03-31,22 Days Prior Notice,Trading Window Muthoot Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (,31-Mar-2020 18:50:00
RECLTD,NO,Quarterly Financial Results,2020-03-25,2020-03-25,0 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding Outcome of Board Meeting held on March 25, 2020",25-Mar-2020 16:51:00
MUTHOOTFIN,NO,Quarterly Financial Results,2020-02-14,2020-03-17,32 Days Prior Notice,"Press Release Muthoot Finance Limited has informed the Exchange regarding a press release dated February 14, 2020, title",17-Mar-2020 15:33:00
MUTHOOTFIN,NO,Quarterly Financial Results,2020-02-14,2020-03-09,24 Days Prior Notice,"Press Release Muthoot Finance Limited has informed the Exchange regarding a press release dated February 14, 2020, title",09-Mar-2020 17:41:00
MUTHOOTFIN,NO,Quarterly Financial Results,2020-02-14,2020-02-14,0 Days Prior Notice,"Press Release Muthoot Finance Limited has informed the Exchange regarding a press release dated February 14, 2020, title",14-Feb-2020 18:12:40
RECLTD,NO,Quarterly Financial Results,2020-02-04,2020-02-04,0 Days Prior Notice,"Financial Result Updates REC Limited has submitted to the Exchange, the financial results for the period ended December ",04-Feb-2020 19:34:00
RECLTD,NO,Quarterly Financial Results,2020-02-04,2020-02-04,0 Days Prior Notice,"Financial Result Updates REC Limited has submitted to the Exchange, the financial results for the period ended December ",04-Feb-2020 18:41:49
HDFCLIFE,YES ✅,Qtr ended ,2020-01-23,2020-01-24,1 Days Prior Notice,"Financial Results Updates HDFC Life Insurance Company Limited has submitted to the Exchange, the financial results for t",24-Jan-2020
360ONE,NO,Qtr ended 31-DEC-2019,2020-01-22,2020-01-23,1 Days Prior Notice,"Financial Result Updates Iifl Wealth Management Limited has submitted to the Exchange, the financial results for the per",23-JAN-2020
HDFCLIFE,YES ✅,Qtr ended ,N/A,2020-01-23,N/A,N/A,23-Jan-2020
SBILIFE,YES ✅,Qtr ended ,N/A,2020-01-22,N/A,N/A,22-Jan-2020
ICICIPRULI,NO,Quarterly Financial Results,2020-01-21,2020-01-21,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meet,21-Jan-2020 13:41:04
ICICIPRULI,NO,Quarterly Financial Results,2020-01-21,2020-01-21,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meet,21-Jan-2020 13:33:00
ICICIGI,NO,Quarterly Financial Results,2019-12-27,2020-01-17,21 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Pursuant to Regulation 30 a,17-Jan-2020 17:46:28
ICICIGI,NO,Quarterly Financial Results,2019-12-27,2020-01-17,21 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Pursuant to Regulation 30 a,17-Jan-2020 16:48:00
MUTHOOTFIN,NO,Quarterly Financial Results,2019-11-13,2019-11-22,9 Days Prior Notice,"Financial Result Updates Muthoot Finance Limited has submitted to the Exchange, the financial results for the period end",22-Nov-2019 15:09:00
MUTHOOTFIN,NO,Quarterly Financial Results,2019-11-13,2019-11-19,6 Days Prior Notice,"Financial Result Updates Muthoot Finance Limited has submitted to the Exchange, the financial results for the period end",19-Nov-2019 12:02:00
MUTHOOTFIN,NO,Quarterly Financial Results,2019-11-13,2019-11-13,0 Days Prior Notice,"Financial Result Updates Muthoot Finance Limited has submitted to the Exchange, the financial results for the period end",13-Nov-2019 20:20:00
MUTHOOTFIN,NO,Quarterly Financial Results,2019-11-13,2019-11-13,0 Days Prior Notice,"Financial Result Updates Muthoot Finance Limited has submitted to the Exchange, the financial results for the period end",13-Nov-2019 16:45:25
RECLTD,NO,Quarterly Financial Results,2019-11-05,2019-11-05,0 Days Prior Notice,"Financial Result Updates REC Limited has submitted to the Exchange, the financial results for the period ended September",05-Nov-2019 15:11:46
HDFCLIFE,YES ✅,Qtr ended ,N/A,2019-10-23,N/A,N/A,23-Oct-2019
ICICIPRULI,NO,Quarterly Financial Results,2019-10-22,2019-10-22,0 Days Prior Notice,"Financial Result Updates ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial re",22-Oct-2019 20:24:11
ICICIGI,NO,Quarterly Financial Results,2019-09-27,2019-10-18,21 Days Prior Notice,Trading Window ICICI Lombard General Insurance Company Limited has informed the Exchange regarding the Trading Window cl,18-Oct-2019 19:01:00
ICICIGI,NO,Quarterly Financial Results,2019-09-27,2019-10-18,21 Days Prior Notice,Trading Window ICICI Lombard General Insurance Company Limited has informed the Exchange regarding the Trading Window cl,18-Oct-2019 17:50:01
SBILIFE,YES ✅,Qtr ended ,N/A,2019-10-15,N/A,N/A,15-Oct-2019
MUTHOOTFIN,NO,Quarterly Financial Results,2019-09-28,2019-09-28,0 Days Prior Notice,Outcome of Board Meeting Muthoot Finance Limited has informed the Exchange regarding  Board meeting held on September 28,28-Sep-2019 09:37:00
MUTHOOTFIN,NO,Quarterly Financial Results,2019-08-12,2019-08-12,0 Days Prior Notice,"Financial Result Updates Muthoot Finance Limited has submitted to the Exchange, the financial results for the period end",12-Aug-2019 18:47:00
MUTHOOTFIN,NO,Quarterly Financial Results,2019-08-12,2019-08-12,0 Days Prior Notice,"Financial Result Updates Muthoot Finance Limited has submitted to the Exchange, the financial results for the period end",12-Aug-2019 18:39:41
RECLTD,NO,Quarterly Financial Results,2019-07-10,2019-08-06,27 Days Prior Notice,Outcome of Board Meeting In compliance with Regulation 30 read with Schedule III of the SEBI (Listing Obligations and Di,06-Aug-2019 14:59:24
ICICIPRULI,NO,Quarterly Financial Results,2019-07-24,2019-07-24,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meet,24-Jul-2019 18:20:36
ICICIPRULI,NO,Quarterly Financial Results,2019-07-24,2019-07-24,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meet,24-Jul-2019 18:13:00
HDFCLIFE,YES ✅,Qtr ended ,2019-07-23,2019-07-23,0 Days Prior Notice,Outcome of Board Meeting HDFC Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on ,23-Jul-2019
SBILIFE,YES ✅,Qtr ended ,N/A,2019-07-23,N/A,N/A,23-Jul-2019
ICICIGI,NO,Quarterly Financial Results,2019-07-19,2019-07-19,0 Days Prior Notice,"Financial Result Updates ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial re",19-Jul-2019 15:57:00
ICICIGI,NO,Quarterly Financial Results,2019-07-19,2019-07-19,0 Days Prior Notice,"Financial Result Updates ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial re",19-Jul-2019 15:46:40
RECLTD,NO,Quarterly Financial Results,2019-07-10,2019-07-10,0 Days Prior Notice,Outcome of Board Meeting In compliance with Regulation 30 read with Schedule III of the SEBI (Listing Obligations and Di,10-Jul-2019 14:39:00
RECLTD,NO,Quarterly Financial Results,2019-05-24,2019-05-24,0 Days Prior Notice,"Financial Result Updates REC Limited has submitted to the Exchange, the financial results for the period ended March 31,",24-May-2019 19:12:00
RECLTD,NO,Quarterly Financial Results,2019-05-24,2019-05-24,0 Days Prior Notice,"Financial Result Updates REC Limited has submitted to the Exchange, the financial results for the period ended March 31,",24-May-2019 17:23:27
MUTHOOTFIN,NO,Quarterly Financial Results,2019-05-13,2019-05-13,0 Days Prior Notice,"Financial Result Updates Muthoot Finance Limited has submitted to the Exchange, the financial results for the period end",13-May-2019 16:05:56
ICICIGI,NO,Quarterly Financial Results,2019-04-05,2019-05-01,26 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Intimation under Regulation,01-May-2019 21:31:00
HDFCLIFE,YES ✅,Qtr ended ,2019-04-26,2019-04-26,0 Days Prior Notice,Outcome of Board Meeting HDFC Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meetin,26-Apr-2019
ICICIPRULI,NO,Quarterly Financial Results,2019-03-25,2019-04-25,31 Days Prior Notice,Updates ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding 'Intimation under Regulation,25-Apr-2019 07:04:00
ICICIPRULI,NO,Quarterly Financial Results,2019-03-25,2019-04-25,31 Days Prior Notice,Updates ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding 'Intimation under Regulation,25-Apr-2019 06:46:03
SBILIFE,YES ✅,Qtr ended ,2019-03-26,2019-04-25,30 Days Prior Notice,Updates SBI Life Insurance Company Limited has informed the Exchange regarding 'Intimation under Regulation 8(2) of the ,25-Apr-2019
ICICIGI,NO,Quarterly Financial Results,2019-04-05,2019-04-18,13 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Intimation under Regulation,18-Apr-2019 20:05:00
ICICIGI,NO,Quarterly Financial Results,2019-04-05,2019-04-18,13 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Intimation under Regulation,18-Apr-2019 17:53:10
RECLTD,NO,Quarterly Financial Results,2019-02-28,2019-03-20,20 Days Prior Notice,"Record Date Updates REC Limited had informed the Exchange that the Company has fixed Record Date as March 9, 2019 for th",20-Mar-2019 13:43:00
RECLTD,NO,Quarterly Financial Results,2019-02-08,2019-02-28,20 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding  Board meeting held on February 08, 2019.",28-Feb-2019 14:51:00
RECLTD,NO,Quarterly Financial Results,2019-02-08,2019-02-28,20 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding  Board meeting held on February 08, 2019.",28-Feb-2019 08:46:00
MANAPPURAM,NO,Qtr ended 31-DEC-2018,2019-01-18,2019-02-12,25 Days Prior Notice,Appointment of Company Secretary and Compliance Officer Manappuram Finance Limited has informed the Exchange regarding I,12-FEB-2019
RECLTD,NO,Quarterly Financial Results,2019-02-08,2019-02-08,0 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding  Board meeting held on February 08, 2019.",08-Feb-2019 16:56:28
