date,mom_20,mom_60,vol_20,mkt_mom_20,rel_strength,dist_52w_high,above_ma50,month,win,is_annual,q_prof_yoy,q_sales_yoy,q_opm,a_sales_growth,a_profit_growth,a_opm,a_div_payout,r_roce,r_ccc,b_debt_equity,c_fcf_pos,c_cfo_op
2017-06-09,-0.010922476453418817,0.03582767940748521,0.011968135959960014,0.028438723767524765,-0.02813732554464421,-0.07146344770408086,0.0,6,1,1.0,0.0,0.0,0.0,11.51,1.0,15.0,11.0,10.0,-38.0,0.8246779594173881,0.0,129.0
2017-07-18,0.08709051966568926,0.09232244314214055,0.013180923803954388,0.01756145082008076,0.014713173926635292,-0.020525230419971563,1.0,7,1,0.0,0.0,0.0,0.0,11.51,1.0,15.0,11.0,10.0,-38.0,0.8246779594173881,0.0,129.0
2017-10-09,0.016831980788987844,0.1081375146664929,0.015768492275258842,0.0054304260149302674,0.09054902254686237,-0.021613560627817274,1.0,10,1,0.0,0.0,0.0,0.0,11.51,1.0,15.0,11.0,10.0,-38.0,0.8246779594173881,0.0,129.0
2018-01-16,0.0021173658362341197,-0.017877107597654374,0.00708839106445791,0.03000362847431126,-0.06850137852089888,-0.03107451601585942,1.0,1,1,0.0,0.0,0.0,0.0,11.51,1.0,15.0,11.0,10.0,-38.0,0.8246779594173881,0.0,129.0
2018-06-05,-0.020111524320975738,0.039717125714103796,0.0094988959827414,-0.01163013084159159,0.005497467067860251,-0.04883057247527567,1.0,6,1,1.0,0.0,0.0,0.0,28.58,21.0,16.0,10.0,11.0,-46.0,0.8171655775350418,0.0,126.0
2018-07-30,0.1986259255003402,0.19371462566670816,0.016737412883179956,0.06214050576945551,0.1373430326764138,0.0,1.0,8,1,0.0,0.0,0.0,0.0,28.58,21.0,16.0,10.0,11.0,-46.0,0.8171655775350418,0.0,126.0
2018-10-10,-0.13804176271552016,0.06093565274342305,0.02791526990051755,-0.09741912987672452,0.10552706912968945,-0.1644426753756425,0.0,10,1,0.0,0.0,0.0,0.0,28.58,21.0,16.0,10.0,11.0,-46.0,0.8171655775350418,0.0,126.0
2018-10-11,-0.13381374334528262,0.0050353623223118316,0.028135944794747694,-0.10521408799094722,0.07657083212379678,-0.17528416901797172,0.0,10,1,0.0,0.0,0.0,0.0,28.58,21.0,16.0,10.0,11.0,-46.0,0.8171655775350418,0.0,126.0
2019-01-09,0.012026833448539831,0.0210975914289806,0.010857579691995465,0.02900707532541591,-0.03952978481910119,-0.15788465137090057,0.0,1,1,0.0,0.0,0.0,0.0,28.58,21.0,16.0,10.0,11.0,-46.0,0.8171655775350418,0.0,126.0
2019-04-24,0.03558784362482137,0.12496466654371585,0.016477591753382436,0.023501120793572028,0.05141172514846293,-0.0016883412418808863,1.0,5,1,1.0,0.0,0.0,0.0,28.58,21.0,16.0,10.0,11.0,-46.0,0.8171655775350418,0.0,126.0
2019-07-11,-0.03443218503628198,-0.04844846396478675,0.014109000345822485,-0.02779486568305356,-0.047258487121798476,-0.09035737516807407,0.0,7,0,0.0,0.0,0.0,0.0,45.42,10.0,15.0,10.0,12.0,-18.0,0.7948965674016822,0.0,65.0
2019-10-10,0.11499769255916226,0.0720020986716392,0.02036990746047255,0.02103962120587477,0.09499130433107983,-0.026915448021173627,1.0,10,1,0.0,0.0,0.0,0.0,45.42,10.0,15.0,10.0,12.0,-18.0,0.7948965674016822,0.0,65.0
2020-01-09,-0.009216669504683916,0.13991139899892646,0.014014625449509368,0.025671380290938073,0.06278077557265571,-0.038479486089946224,1.0,1,0,0.0,0.0,0.0,0.0,45.42,10.0,15.0,10.0,12.0,-18.0,0.7948965674016822,0.0,65.0
2020-04-22,0.48588860933809186,-0.11102411562992165,0.06565294660615793,0.11179950112110082,0.13405284919878946,-0.1530171050493061,1.0,4,1,1.0,0.0,0.0,0.0,45.42,10.0,15.0,10.0,12.0,-18.0,0.7948965674016822,0.0,65.0
2020-05-26,0.0145014383330484,-0.03257268416971171,0.02492756863709285,-0.013692932424702708,0.22004198312316126,-0.10708485725813321,1.0,6,1,1.0,0.0,0.0,0.0,4.99,8.0,15.0,10.0,11.0,-9.0,0.7906497820404929,1.0,116.0
2020-07-22,0.16454258925950116,0.4206876829397832,0.020697827185711046,0.08027906226572767,0.22135132841338545,0.0,1.0,7,1,0.0,0.0,0.0,0.0,4.99,8.0,15.0,10.0,11.0,-9.0,0.7906497820404929,1.0,116.0
2020-10-22,-0.05551812309840842,0.004912552045827079,0.013779975402743313,0.06868585300447916,-0.05700031924337301,-0.09360944298788265,0.0,10,0,0.0,0.0,0.0,0.0,4.99,8.0,15.0,10.0,11.0,-9.0,0.7906497820404929,1.0,116.0
2021-01-14,-0.008069514986203008,-0.09058863260410466,0.014734152183002983,0.06671924408423768,-0.31743953780502576,-0.15656787307520736,0.0,1,1,0.0,0.0,0.0,0.0,4.99,8.0,15.0,10.0,11.0,-9.0,0.7906497820404929,1.0,116.0
2021-04-22,-0.08434200792944724,-0.07217606301266855,0.01428133001249696,-0.022914379366182902,-0.05588690710602495,-0.17988429545137763,0.0,4,1,1.0,0.0,0.0,0.0,4.99,8.0,15.0,10.0,11.0,-9.0,0.7906497820404929,1.0,116.0
2021-07-14,-0.056791450145612044,0.10073731703693944,0.010813148690717629,0.005479633278171914,-0.0033404839702233513,-0.09949350899879017,0.0,7,1,0.0,0.0,0.0,0.0,-21.85,3.0,17.0,9.0,8.0,-19.0,0.398419245556806,0.0,37.0
2021-10-13,0.1331413615828716,0.27577629813849724,0.01430792388078178,0.036662156054688255,0.1352064729463327,0.0,1.0,10,1,0.0,0.0,0.0,0.0,-21.85,3.0,17.0,9.0,8.0,-19.0,0.398419245556806,0.0,37.0
2022-01-13,0.054661304749597406,-0.07194747193959905,0.016028291361079198,0.058521391419788626,-0.06320913634407821,-0.07194747193959905,1.0,1,0,0.0,0.0,0.0,0.0,-21.85,3.0,17.0,9.0,8.0,-19.0,0.398419245556806,0.0,37.0
2022-04-27,0.059650310524081984,0.18829400738507784,0.01825614119083624,-0.010660760038032735,0.1924874246468754,-0.0013477440158257137,1.0,5,0,1.0,0.0,0.0,0.0,-21.85,3.0,17.0,9.0,8.0,-19.0,0.398419245556806,0.0,37.0
2022-07-15,-0.07266388024165205,-0.13669516930840442,0.02156876275061337,0.04941316214813485,-0.05945545562360377,-0.14825243949844102,0.0,7,1,0.0,0.0,0.0,0.0,48.97,33.0,16.0,9.0,8.0,-27.0,0.40944726325715053,1.0,105.0
2022-10-13,-0.07941350287257842,-0.004673896650226328,0.014306366110173043,-0.05495523935985558,-0.06481081327641391,-0.15223341956830772,0.0,10,1,0.0,0.0,0.0,0.0,48.97,33.0,16.0,9.0,8.0,-27.0,0.40944726325715053,1.0,105.0
2023-01-12,-0.041402531488358485,0.008301773806856927,0.01268415896117113,-0.03023101727763977,-0.012928344457679097,-0.12063972479232732,0.0,1,1,0.0,0.0,0.0,0.0,48.97,33.0,16.0,9.0,8.0,-27.0,0.40944726325715053,1.0,105.0
2023-04-12,0.010311310148923614,-0.07105669843260343,0.015824151998133074,0.022942760312066657,-0.06640201424805225,-0.1650950695431369,1.0,4,1,1.0,0.0,0.0,0.0,48.97,33.0,16.0,9.0,8.0,-27.0,0.40944726325715053,1.0,105.0
2023-07-13,0.074906490452183,0.17204689625185132,0.013233571284361836,0.035074275064065796,0.07274991572863287,-0.008942220765861486,1.0,7,1,0.0,19.0,2.63,18.0,26.16,14.0,16.0,9.0,9.0,7.0,0.6309284341334763,0.0,85.0
2023-10-18,-0.046153217400722424,-0.08135519091098564,0.00889731628028882,-0.02295704896563433,-0.07761245145162887,-0.11087080254731074,0.0,10,0,0.0,-11.0,-5.16,18.0,26.16,14.0,16.0,9.0,9.0,7.0,0.6309284341334763,0.0,85.0
2024-01-11,0.1174430117270231,0.15770649239793455,0.009925313124252672,0.03444698300615512,0.061704084298207285,0.0,1.0,1,1,0.0,29.0,1.08,18.0,26.16,14.0,16.0,9.0,9.0,7.0,0.6309284341334763,0.0,85.0
2024-04-10,0.008847019967351377,0.1166182103551836,0.01407307175728614,0.01885805684764552,0.06411266638075608,-0.018458908263587648,1.0,4,0,1.0,10.0,3.85,18.0,26.16,14.0,16.0,9.0,9.0,7.0,0.6309284341334763,0.0,85.0
2024-07-10,0.08756232458389701,0.0707297123123809,0.013664793288782482,0.04554508742442143,0.001701752869478712,-0.010416022774583533,1.0,7,0,0.0,-1.0,11.13,18.0,2.58,3.0,18.0,10.0,10.0,-3.0,0.4420005015873096,1.0,105.0
2024-10-04,-0.0713005909580402,-0.12516338373949087,0.01471483812471262,-0.0051898780290114965,-0.14895889186839917,-0.1309695210909143,0.0,10,0,0.0,-5.0,11.67,17.0,2.58,3.0,18.0,10.0,10.0,-3.0,0.4420005015873096,1.0,105.0
2025-01-08,-0.01506002996922673,-0.07769110635638676,0.013011271674475586,-0.03742786110794105,-0.026606023437813153,-0.20682419498537807,0.0,1,0,0.0,-5.0,-0.15,17.0,2.58,3.0,18.0,10.0,10.0,-3.0,0.4420005015873096,1.0,105.0
