date,symbol,isin,source,event_type,title,amount,ratio,url
2007-10-18 18:30:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated October 18, 2007, titled ""Net Profit o",,,-
2007-11-07 11:54:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated November 07, 2007, regarding a media release dat",,,-
2007-11-12 11:41:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated November 12, 2007, regarding a media release dat",,,-
2007-11-13 11:31:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated November 13, 2007, regarding a media release dat",,,-
2007-11-21 11:25:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated November 21, 2007, regarding a media release dat",,,-
2007-11-26 09:38:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated November 23, 2007, titled ""RIL sells 4",,,-
2007-11-29 14:27:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated November 29, 2007, regarding a media release dat",,,-
2007-12-03 17:54:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated December 03, 2007, titled ""Moody's aff",,,-
2007-12-05 11:38:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated December 05, 2007, regarding a media release dat",,,-
2007-12-11 17:36:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated December 11, 2007, titled ""Reliance In",,,-
2008-01-15 12:28:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding media release dated January 14, 2008, titled ""RIL makes anot",,,-
2008-01-17 10:39:30,RELIANCE,INE002A01018,financial_result,RESULT_Third Quarter,Non-Consolidated | Un-Audited | Third Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2008-01-17 11:26:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release, dated January 17, 2008 with respect to the ",,,-
2008-02-13 13:39:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated February 13, 2008, titled ""First Gas D",,,-
2008-02-27 12:29:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release, dated February 26,2008 titled ""Reliance Str",,,-
2008-03-18 20:13:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release, issued by the Company with regard to a stat",,,-
2008-04-01 17:33:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 01, 2008, titled ""Second Gas Dis",,,-
2008-04-21 16:57:00,RELIANCE,INE002A01018,announcement,DIVIDEND,"Reliance Industries Ltd has informed the Exchange that the Board of Directors at its meeting held on April 21, 2008 has ",,,-
2008-04-21 16:57:17,RELIANCE,INE002A01018,financial_result,RESULT_Annual,Consolidated | Audited | Annual,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2008-04-21 16:59:30,RELIANCE,INE002A01018,financial_result,RESULT_Fourth Quarter,Non-Consolidated | Audited | Fourth Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2008-04-21 18:05:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 21, 2008, titled ""Record Turnove",,,-
2008-05-05 09:18:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated May 02, 2008, titled ""Reliance Industr",,,-
2008-05-12 09:39:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated May 10, 2008 regarding a media release dated May",,,-
2008-07-24 16:58:31,RELIANCE,INE002A01018,financial_result,RESULT_First Quarter,Non-Consolidated | Un-Audited | First Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2008-07-24 18:13:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated July 24, 2008, titled ""Net Profit Of U",,,-
2008-09-02 09:12:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release titled ""Development of KG D6 Basin"". A copy ",,,-
2008-09-10 12:11:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated September 09, 2008 titled ""Reliance In",,,-
2008-10-03 18:04:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated October 02, 2008, titled ""Reliance win",,,-
2008-10-03 19:33:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a Media Release dated October 3, 2008 issued by the Company ",,,-
2008-10-23 16:39:26,RELIANCE,INE002A01018,financial_result,RESULT_Second Quarter,Non-Consolidated | Un-Audited | Second Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2008-10-23 17:31:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated October 23, 2008, titled ""Oil Producti",,,-
2008-10-27 20:01:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated October 27, 2008, titled ""Reliance Ind",,,-
2008-12-24 17:13:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated December 24, 2008, regarding a media release dat",,,-
2009-01-22 16:31:10,RELIANCE,INE002A01018,financial_result,RESULT_Third Quarter,Non-Consolidated | Un-Audited | Third Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2009-01-22 17:10:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release issued by the Company, with respect to Unaud",,,-
2009-03-02 09:17:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated February 27, 2009, titled ""RIL to buy ",,,-
2009-03-02 10:03:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated March 02, 2009, titled ""Reliance Indus",,,-
2009-03-03 09:23:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated March 02, 2009, titled ""Rating Agencie",,,-
2009-04-02 11:22:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 02, 2009, titled ""Gas Production",,,-
2009-04-08 09:34:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated April 07, 2009, regarding a media release dated ",,,-
2009-04-20 08:46:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 17, 2009, titled ""Reliance Indus",,,-
2009-04-23 16:30:33,RELIANCE,INE002A01018,financial_result,RESULT_Fourth Quarter,Non-Consolidated | Un-Audited | Fourth Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2009-04-23 17:10:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 23, 2009, titled ""RPL Refinery a",,,-
2009-04-29 08:49:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 28, 2009, titled ""Reliance Indus",,,-
2009-06-03 16:20:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated June 03, 2009, titled ""Trevira files a",,,-
2009-07-24 16:39:40,RELIANCE,INE002A01018,financial_result,RESULT_First Quarter,Non-Consolidated | Un-Audited | First Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2009-07-24 17:27:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated July 24, 2009, titled ""KG D6 Gas Proje",,,-
2009-10-07 17:06:23,RELIANCE,INE002A01018,financial_result,RESULT_Annual,Non-Consolidated | Audited | Annual,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2009-10-07 17:06:41,RELIANCE,INE002A01018,financial_result,RESULT_Annual,Consolidated | Audited | Annual,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2009-10-08 09:25:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated October 07, 2009, titled ""RIL announce",,,-
2009-10-15 16:32:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated October 15, 2009, titled ""Reliance Ind",,,-
2009-10-23 18:40:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated October 23, 2009, issued by the Compan",,,-
2009-10-29 17:19:28,RELIANCE,INE002A01018,financial_result,RESULT_Second Quarter,Non-Consolidated | Un-Audited | Second Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2009-10-29 17:55:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated October 29, 2009, titled ""Record PBDIT",,,-
2009-11-10 10:13:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange vide its letter dated November 10, 2009 regarding a media release titl",,,-
2009-11-23 09:28:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated November 21, 2009, titled ""Statement f",,,-
2009-12-04 14:25:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated December 04, 2009, titled ""Ecopetrol J",,,-
2009-12-17 16:36:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated December 17, 2009, titled ""Walter Van ",,,-
2009-12-22 11:40:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated December 22, 2009, titled ""Third Succe",,,-
2009-12-29 09:15:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated December 28, 2009, titled ""Reliance In",,,-
2009-12-29 11:26:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated December 29, 2009, titled ""Reliance In",,,-
2010-01-22 11:31:31,RELIANCE,INE002A01018,financial_result,RESULT_Third Quarter,Non-Consolidated | Un-Audited | Third Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2010-01-22 12:17:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has informed the Exchange regarding a media release with respect to unaudited financial Results ,,,-
2010-04-07 17:35:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 07, 2010, titled ""Common Wealth ",,,-
2010-04-09 17:26:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 09, 2010, titled ""Reliance Indus",,,-
2010-04-16 13:08:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 16, 2010, titled ""Reliance provi",,,-
2010-04-23 13:10:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a media release dated April 23, 2010 titled ""Reliance In",,,-
2010-04-23 17:40:18,RELIANCE,INE002A01018,financial_result,RESULT_Fourth Quarter,Non-Consolidated | Audited | Fourth Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2010-04-23 17:42:00,RELIANCE,INE002A01018,announcement,DIVIDEND,Reliance Industries Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on ,,,-
2010-04-23 17:47:15,RELIANCE,INE002A01018,financial_result,RESULT_Annual,Consolidated | Audited | Annual,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2010-04-23 18:40:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Limited has informed the Exchange regarding a media release with respect to Audited Financial Result,,,-
2010-04-28 12:20:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a media release dated April 28, 2010, titled ""RIL makes ",,,-
2010-05-08 17:48:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a press release dated May 07, 2010 with respect to Judge",,,https://nsearchives.nseindia.com/corporate/reliance_pr_08052010.zip
2010-05-17 11:32:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange vide its letter dated May 17, 2010 regarding a press release dated",,,https://nsearchives.nseindia.com/corporate/reliance_pr_17052010.zip
2010-05-24 08:34:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a press release dated May 23, 2010 that: ""Reliance Indus",,,https://nsearchives.nseindia.com/corporate/Reliance_PR_24052010.zip
2010-05-28 11:35:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a press release dated May 28, 2010 , titled ""RIL makes f",,,https://nsearchives.nseindia.com/corporate/RIL_PR_28052010.zip
2010-06-09 14:10:00,RELIANCE,INE002A01018,announcement,ALLOTMENT_OF_SECURITIES,"Reliance Industries Limited has informed the Exchange that the Company has allotted 1,96,728 equity shares of Rs.10/- ea",,,-
2010-06-11 12:01:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a Press Release dated June 11, 2010 titled ""RIL makes si",,,https://nsearchives.nseindia.com/corporate/RIL_pr_11062010.zip
2010-06-11 15:44:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a Press Release dated June 11, 2010 titled ""RIL To Usher",,,https://nsearchives.nseindia.com/corporate/Reliance_MR_11062010.ZIP
2010-06-24 10:52:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a Press Release dated June 24, 2010, titled ""Reliance In",,,https://nsearchives.nseindia.com/corporate/Reliance_PR_24062010.zip
2010-06-25 17:58:00,RELIANCE,INE002A01018,announcement,ALLOTMENT_OF_SECURITIES,"Reliance Industries Limited has informed the Exchange that the Company has allotted 66,323 equity shares of Rs.10/- each",,,-
2010-06-28 12:12:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a Press Release dated June 28, 2010, titled ""RIL makes S",,,https://nsearchives.nseindia.com/corporate/Reliance_PR_28062010.ZIP
2010-07-27 17:47:38,RELIANCE,INE002A01018,financial_result,RESULT_First Quarter,Non-Consolidated | Un-Audited | First Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2010-07-27 18:22:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a Press Release dated July 27, 2010, titled ""Highest eve",,,https://nsearchives.nseindia.com/corporate/RELIANCE_pr_27072010.zip
2010-07-28 17:36:00,RELIANCE,INE002A01018,announcement,ALLOTMENT_OF_SECURITIES,"Reliance Industries Limited has informed the Exchange that the Company has allotted 5,23,388 equity shares of Rs.10/- ea",,,-
2010-08-05 09:17:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a Press Release dated August 05, 2010, titled ""Reliance ",,,https://nsearchives.nseindia.com/corporate/RELIANCE_pr_05082010.ZIP
2010-08-14 13:59:00,RELIANCE,INE002A01018,announcement,DISCLOSURE_UNDER_SEBI_TAKEOVER_REGULATIONS,Adisesh Enterprises LLP (for and on behalf of the Acquirers and Transferors) has informed to the Exchange regarding enti,,,https://nsearchives.nseindia.com/corporate/RIL_DIS_141082010.zip
2010-08-17 13:23:00,RELIANCE,INE002A01018,announcement,DISCLOSURE_UNDER_SEBI_TAKEOVER_REGULATIONS,Reliance Industries Limited has submitted to the Exchange a copy of Disclosure in terms of Regulation 7 (3) of the SEBI ,,,https://nsearchives.nseindia.com/corporate/reliance_reg_17082010.zip
2010-08-26 18:03:00,RELIANCE,INE002A01018,announcement,ALLOTMENT_OF_SECURITIES,"Reliance Industries Limited has informed the Exchange that the Company has allotted 5,34,739 equity shares of Rs. 10/- e",,,-
2010-08-30 16:19:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a press release dated August 30, 2010, titled ""Reliance ",,,https://nsearchives.nseindia.com/corporate/RIL_pr_30082010.ZIP
2010-09-13 11:38:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a press release dated September 11, 2010, titled ""Carriz",,,https://nsearchives.nseindia.com/corporate/Reliance_PR_13092010.ZIP
2010-10-05 08:28:00,RELIANCE,INE002A01018,announcement,ALLOTMENT_OF_SECURITIES,"Reliance Industries Limited has informed the Exchange that the Company has allotted 3,91,390 equity shares of Rs. 10/- e",,,-
2010-10-15 13:48:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Limited has informed the Exchange regarding a press note dated October 15, 2010, titled ""Pricing of ",,,https://nsearchives.nseindia.com/corporate/reliance_PR_15102010.zip
