broadCastDate,relatingTo,consolidated,audited,fromDate,toDate,xbrl
24-Feb-2024 13:15:11,Quarterly Financial Results,Audited,Audited,24-Feb-2024 13:15:11,24-Feb-2024 13:15:11,
16-Jan-2024 19:26:39,Quarterly Financial Results,Audited,Audited,16-Jan-2024 19:26:39,16-Jan-2024 19:26:39,
26-Dec-2023 12:03:31,Quarterly Financial Results,Audited,Audited,26-Dec-2023 12:03:31,26-Dec-2023 12:03:31,
20-Nov-2023 18:32:43,Quarterly Financial Results,Audited,Audited,20-Nov-2023 18:32:43,20-Nov-2023 18:32:43,
18-Oct-2023 19:14:34,Quarterly Financial Results,Audited,Audited,18-Oct-2023 19:14:34,18-Oct-2023 19:14:34,
24-Sep-2023 15:13:21,Quarterly Financial Results,Audited,Audited,24-Sep-2023 15:13:21,24-Sep-2023 15:13:21,
18-Jul-2023 17:51:37,Quarterly Financial Results,Audited,Audited,18-Jul-2023 17:51:37,18-Jul-2023 17:51:37,
18-Jul-2023 17:48:55,Quarterly Financial Results,Audited,Audited,18-Jul-2023 17:48:55,18-Jul-2023 17:48:55,
18-Apr-2023 19:28:02,Quarterly Financial Results,Audited,Audited,18-Apr-2023 19:28:02,18-Apr-2023 19:28:02,
18-Apr-2023 18:05:59,Quarterly Financial Results,Audited,Audited,18-Apr-2023 18:05:59,18-Apr-2023 18:05:59,
17-Jan-2023 17:31:10,Quarterly Financial Results,Audited,Audited,17-Jan-2023 17:31:10,17-Jan-2023 17:31:10,
17-Jan-2023 17:29:18,Quarterly Financial Results,Audited,Audited,17-Jan-2023 17:29:18,17-Jan-2023 17:29:18,
18-Oct-2022 18:35:11,Quarterly Financial Results,Audited,Audited,18-Oct-2022 18:35:11,18-Oct-2022 18:35:11,
19-Jul-2022 18:03:48,Quarterly Financial Results,Audited,Audited,19-Jul-2022 18:03:48,19-Jul-2022 18:03:48,
28-May-2022 19:21:00,Quarterly Financial Results,Audited,Audited,28-May-2022 19:21:00,28-May-2022 19:21:00,
21-Apr-2022 17:30:35,Quarterly Financial Results,Audited,Audited,21-Apr-2022 17:30:35,21-Apr-2022 17:30:35,
21-Apr-2022 17:26:45,Quarterly Financial Results,Audited,Audited,21-Apr-2022 17:26:45,21-Apr-2022 17:26:45,
19-Jan-2022 15:37:33,Quarterly Financial Results,Audited,Audited,19-Jan-2022 15:37:33,19-Jan-2022 15:37:33,
19-Jan-2022 15:34:05,Quarterly Financial Results,Audited,Audited,19-Jan-2022 15:34:05,19-Jan-2022 15:34:05,
21-Oct-2021 19:17:43,Quarterly Financial Results,Audited,Audited,21-Oct-2021 19:17:43,21-Oct-2021 19:17:43,
08-Sep-2021 20:46:32,Quarterly Financial Results,Audited,Audited,08-Sep-2021 20:46:32,08-Sep-2021 20:46:32,
22-Jul-2021 18:54:57,Quarterly Financial Results,Audited,Audited,22-Jul-2021 18:54:57,22-Jul-2021 18:54:57,
22-Jul-2021 18:51:34,Quarterly Financial Results,Audited,Audited,22-Jul-2021 18:51:34,22-Jul-2021 18:51:34,
17-Apr-2021 17:16:52,Quarterly Financial Results,Audited,Audited,17-Apr-2021 17:16:52,17-Apr-2021 17:16:52,
17-Apr-2021 17:12:09,Quarterly Financial Results,Audited,Audited,17-Apr-2021 17:12:09,17-Apr-2021 17:12:09,
17-Apr-2021 17:09:36,Quarterly Financial Results,Audited,Audited,17-Apr-2021 17:09:36,17-Apr-2021 17:09:36,
31-Mar-2021 17:26:52,Quarterly Financial Results,Audited,Audited,31-Mar-2021 17:26:52,31-Mar-2021 17:26:52,
19-Jan-2021 19:04:20,Quarterly Financial Results,Audited,Audited,19-Jan-2021 19:04:20,19-Jan-2021 19:04:20,
19-Jan-2021 18:57:39,Quarterly Financial Results,Audited,Audited,19-Jan-2021 18:57:39,19-Jan-2021 18:57:39,
08-Jan-2021 16:43:36,Quarterly Financial Results,Audited,Audited,08-Jan-2021 16:43:36,08-Jan-2021 16:43:36,
24-Oct-2020 15:43:30,Quarterly Financial Results,Audited,Audited,24-Oct-2020 15:43:30,24-Oct-2020 15:43:30,
23-Oct-2020 16:59:34,Quarterly Financial Results,Audited,Audited,23-Oct-2020 16:59:34,23-Oct-2020 16:59:34,
23-Oct-2020 16:58:22,Quarterly Financial Results,Audited,Audited,23-Oct-2020 16:58:22,23-Oct-2020 16:58:22,
13-Oct-2020 15:57:35,Quarterly Financial Results,Audited,Audited,13-Oct-2020 15:57:35,13-Oct-2020 15:57:35,
17-Jul-2020 17:14:08,Quarterly Financial Results,Audited,Audited,17-Jul-2020 17:14:08,17-Jul-2020 17:14:08,
17-Jul-2020 17:10:00,Quarterly Financial Results,Audited,Audited,17-Jul-2020 17:10:00,17-Jul-2020 17:10:00,
02-May-2020 17:07:16,Quarterly Financial Results,Audited,Audited,02-May-2020 17:07:16,02-May-2020 17:07:16,
02-May-2020 17:01:00,Quarterly Financial Results,Audited,Audited,02-May-2020 17:01:00,02-May-2020 17:01:00,
02-May-2020 16:51:00,Quarterly Financial Results,Audited,Audited,02-May-2020 16:51:00,02-May-2020 16:51:00,
17-Jan-2020 17:46:28,Quarterly Financial Results,Audited,Audited,17-Jan-2020 17:46:28,17-Jan-2020 17:46:28,
17-Jan-2020 16:48:00,Quarterly Financial Results,Audited,Audited,17-Jan-2020 16:48:00,17-Jan-2020 16:48:00,
18-Oct-2019 19:01:00,Quarterly Financial Results,Audited,Audited,18-Oct-2019 19:01:00,18-Oct-2019 19:01:00,
18-Oct-2019 17:50:01,Quarterly Financial Results,Audited,Audited,18-Oct-2019 17:50:01,18-Oct-2019 17:50:01,
19-Jul-2019 15:57:00,Quarterly Financial Results,Audited,Audited,19-Jul-2019 15:57:00,19-Jul-2019 15:57:00,
19-Jul-2019 15:46:40,Quarterly Financial Results,Audited,Audited,19-Jul-2019 15:46:40,19-Jul-2019 15:46:40,
01-May-2019 21:31:00,Quarterly Financial Results,Audited,Audited,01-May-2019 21:31:00,01-May-2019 21:31:00,
18-Apr-2019 20:05:00,Quarterly Financial Results,Audited,Audited,18-Apr-2019 20:05:00,18-Apr-2019 20:05:00,
18-Apr-2019 17:53:10,Quarterly Financial Results,Audited,Audited,18-Apr-2019 17:53:10,18-Apr-2019 17:53:10,
18-Jan-2019 18:34:47,Quarterly Financial Results,Audited,Audited,18-Jan-2019 18:34:47,18-Jan-2019 18:34:47,
18-Jan-2019 18:30:00,Quarterly Financial Results,Audited,Audited,18-Jan-2019 18:30:00,18-Jan-2019 18:30:00,
24-Oct-2018 19:42:00,Quarterly Financial Results,Audited,Audited,24-Oct-2018 19:42:00,24-Oct-2018 19:42:00,
20-Oct-2018 13:49:54,Quarterly Financial Results,Audited,Audited,20-Oct-2018 13:49:54,20-Oct-2018 13:49:54,
17-Jul-2018 14:02:27,Quarterly Financial Results,Audited,Audited,17-Jul-2018 14:02:27,17-Jul-2018 14:02:27,
17-Jul-2018 13:57:00,Quarterly Financial Results,Audited,Audited,17-Jul-2018 13:57:00,17-Jul-2018 13:57:00,
25-Apr-2018 17:24:00,Quarterly Financial Results,Audited,Audited,25-Apr-2018 17:24:00,25-Apr-2018 17:24:00,
25-Apr-2018 16:53:00,Quarterly Financial Results,Audited,Audited,25-Apr-2018 16:53:00,25-Apr-2018 16:53:00,
16-Jan-2018 13:07:14,Quarterly Financial Results,Audited,Audited,16-Jan-2018 13:07:14,16-Jan-2018 13:07:14,
17-Oct-2017 14:11:59,Quarterly Financial Results,Audited,Audited,17-Oct-2017 14:11:59,17-Oct-2017 14:11:59,
