broadCastDate,relatingTo,consolidated,audited,fromDate,toDate,xbrl
21-Jul-2020 14:37:34,Quarterly Financial Results,Audited,Audited,21-Jul-2020 14:37:34,21-Jul-2020 14:37:34,
21-Jul-2020 14:29:00,Quarterly Financial Results,Audited,Audited,21-Jul-2020 14:29:00,21-Jul-2020 14:29:00,
25-Apr-2020 14:58:28,Quarterly Financial Results,Audited,Audited,25-Apr-2020 14:58:28,25-Apr-2020 14:58:28,
25-Apr-2020 14:53:00,Quarterly Financial Results,Audited,Audited,25-Apr-2020 14:53:00,25-Apr-2020 14:53:00,
21-Jan-2020 13:41:04,Quarterly Financial Results,Audited,Audited,21-Jan-2020 13:41:04,21-Jan-2020 13:41:04,
21-Jan-2020 13:33:00,Quarterly Financial Results,Audited,Audited,21-Jan-2020 13:33:00,21-Jan-2020 13:33:00,
22-Oct-2019 20:24:11,Quarterly Financial Results,Audited,Audited,22-Oct-2019 20:24:11,22-Oct-2019 20:24:11,
24-Jul-2019 18:20:36,Quarterly Financial Results,Audited,Audited,24-Jul-2019 18:20:36,24-Jul-2019 18:20:36,
24-Jul-2019 18:13:00,Quarterly Financial Results,Audited,Audited,24-Jul-2019 18:13:00,24-Jul-2019 18:13:00,
25-Apr-2019 07:04:00,Quarterly Financial Results,Audited,Audited,25-Apr-2019 07:04:00,25-Apr-2019 07:04:00,
25-Apr-2019 06:46:03,Quarterly Financial Results,Audited,Audited,25-Apr-2019 06:46:03,25-Apr-2019 06:46:03,
22-Jan-2019 19:50:17,Quarterly Financial Results,Audited,Audited,22-Jan-2019 19:50:17,22-Jan-2019 19:50:17,
22-Jan-2019 19:45:00,Quarterly Financial Results,Audited,Audited,22-Jan-2019 19:45:00,22-Jan-2019 19:45:00,
23-Oct-2018 17:20:41,Quarterly Financial Results,Audited,Audited,23-Oct-2018 17:20:41,23-Oct-2018 17:20:41,
24-Jul-2018 18:07:47,Quarterly Financial Results,Audited,Audited,24-Jul-2018 18:07:47,24-Jul-2018 18:07:47,
24-Jul-2018 18:03:00,Quarterly Financial Results,Audited,Audited,24-Jul-2018 18:03:00,24-Jul-2018 18:03:00,
24-Apr-2018 14:16:58,Quarterly Financial Results,Audited,Audited,24-Apr-2018 14:16:58,24-Apr-2018 14:16:58,
06-Mar-2018 16:41:00,Quarterly Financial Results,Audited,Audited,06-Mar-2018 16:41:00,06-Mar-2018 16:41:00,
19-Jan-2018 13:13:25,Quarterly Financial Results,Audited,Audited,19-Jan-2018 13:13:25,19-Jan-2018 13:13:25,
19-Jan-2018 13:07:00,Quarterly Financial Results,Audited,Audited,19-Jan-2018 13:07:00,19-Jan-2018 13:07:00,
24-Oct-2017 17:56:00,Quarterly Financial Results,Audited,Audited,24-Oct-2017 17:56:00,24-Oct-2017 17:56:00,
24-Oct-2017 17:53:14,Quarterly Financial Results,Audited,Audited,24-Oct-2017 17:53:14,24-Oct-2017 17:53:14,
25-Jul-2017 17:05:27,Quarterly Financial Results,Audited,Audited,25-Jul-2017 17:05:27,25-Jul-2017 17:05:27,
25-Jul-2017 16:49:00,Quarterly Financial Results,Audited,Audited,25-Jul-2017 16:49:00,25-Jul-2017 16:49:00,
25-Apr-2017 18:29:00,Quarterly Financial Results,Audited,Audited,25-Apr-2017 18:29:00,25-Apr-2017 18:29:00,
25-Apr-2017 18:21:56,Quarterly Financial Results,Audited,Audited,25-Apr-2017 18:21:56,25-Apr-2017 18:21:56,
24-Jan-2017 14:25:28,Quarterly Financial Results,Audited,Audited,24-Jan-2017 14:25:28,24-Jan-2017 14:25:28,
25-Oct-2016 13:58:12,Quarterly Financial Results,Audited,Audited,25-Oct-2016 13:58:12,25-Oct-2016 13:58:12,
