bm_date,bm_purpose,bm_desc,attachment
2026-01-15 18:22:00,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on January 15, 2026.",https://nsearchives.nseindia.com/corporate/ANGEL8896_15012026182111_Outcome_of_BM_Jan_2026.pdf
2025-11-04 20:33:48,Action(s) taken or orders passed,Angel One Limited has informed the Exchange about disclosure regarding the settlement order passed by Securities and Exchange Board of India (SEBI),https://nsearchives.nseindia.com/corporate/ANGEL8896_04112025203309_Nov_04_2025_Intimation_of_order.pdf
2025-10-15 19:36:54,Outcome of Board Meeting,"Angel One Limited has submitted to the Exchange, the financial results for the period ended September 30, 2025.",https://nsearchives.nseindia.com/corporate/ANGEL8896_15102025193147_Outcome_BM15102025.pdf
2025-10-15 19:26:38,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on October 15, 2025.",https://nsearchives.nseindia.com/corporate/ANGEL8896_15102025192536_Outcome_BM15102025.pdf
2025-07-23 17:24:39,Outcome of Board Meeting,"Outcome of Board Meeting held today i.e. July 23, 2025, under Regulation 30 of SEBI(Listing Obligations and Disclosure Requirements), Regulations, 2015",https://nsearchives.nseindia.com/corporate/ANGEL8896_23072025172040_OutcomeAOL23072025.pdf
2025-07-16 19:49:35,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on July 16, 2025.",https://nsearchives.nseindia.com/corporate/ANGEL8896_16072025194609_OutcomeBM16072025.pdf
2025-07-16 19:44:28,Outcome of Board Meeting,"Angel One Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2025.",https://nsearchives.nseindia.com/corporate/ANGEL8896_16072025194250_OutcomeBM16072025.pdf
2025-06-27 14:00:48,General Updates,"Angel One Limited has informed the Exchange about approval received for re-classification of shareholders of Angel One Limited ( the Company ) from the  Promoter and Promoter Group  category to the  Public  category under Regulations 31A of the Securities and Exchange Board of India (Listing Obligations Disclosure Requirements) Regulations, 2015 ( Listing Regulations )",https://nsearchives.nseindia.com/corporate/ANGEL8896_27062025135912_ApprovalofreclaasificationofPromoter.pdf
2025-06-20 17:39:35,Disclosure under SEBI Takeover Regulations," Dinesh D. Thakkar has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",https://nsearchives.nseindia.com/corporate/team_bbodade_23042025184741_ANGELONE.pdf
2025-06-09 23:14:41,Shareholders meeting,"The 29th Annual General Meeting ( AGM ) of the Company was held on Monday, June 09, 2025 at                    10:33 a.m. (IST) and concluded at 11:40 a.m. (IST) through Video Conferencing (VC) / Other Audio Video Means (OAVM)",https://nsearchives.nseindia.com/corporate/ANGEL8896_09062025231019_Proceedings_of_AGM_f.pdf
2025-06-09 23:05:23,Shareholders meeting,"Angel One Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on Jun 09, 2025. Further, the company has submitted the Exchange a copy of Srutinizers report.",https://nsearchives.nseindia.com/corporate/ANGEL8896_09062025230355_Proceedings_of_AGM_f.pdf
2025-05-16 21:16:59,Shareholders meeting,"Angel One Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 09, 2025",https://nsearchives.nseindia.com/corporate/ANGEL8896_16052025211558_IntimationfordisptachofNoticeforAGM.pdf
2025-05-14 18:09:00,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on May 14, 2025.",https://nsearchives.nseindia.com/corporate/ANGEL8896_14052025180840_Reg_30_-_Stock_exchange_intimation_s.pdf
2025-04-16 21:23:05,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on April 16, 2025, recommended Final Dividend of 26 per equity share.",https://nsearchives.nseindia.com/corporate/ANGEL8896_16042025212108_AOLOutcomeFinancialuploadsigned.pdf
2025-04-16 21:01:31,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on April 16, 2025, recommended Final Dividend of Rs. 26 per equity share.",https://nsearchives.nseindia.com/corporate/ANGEL8896_16042025205826_AOL_Outcome_Financial_upload_signed.pdf
2025-04-16 20:54:23,Outcome of Board Meeting,"Outcome of Board Meeting held today i.e. April 16, 2025 under Regulation 30 of SEBI (ListingObligations and Disclosure Requirements), Regulations, 2015.Audited Standalone and Consolidated Financial Results of the Company for the quarter andfinancial year ended March 31, 2025 along with the Auditor's Report duly signed by the Auditorof the Company. A copy of the same is enclosed herewith as Annexure-1",https://nsearchives.nseindia.com/corporate/ANGEL8896_16042025204526_AOL_Outcome_Financial_upload_signed.pdf
2025-03-13 11:44:34,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on March 13, 2025, declared Interim Dividend of 11 per equity share.",https://nsearchives.nseindia.com/corporate/ANGEL8896_13032025114254_March132025_DeclarationofDividend.pdf
2025-01-13 18:49:37,Financial Result Updates," Angel One Limited has submitted to the Exchange, the financial results for the period ended December 31, 2024.",https://nsearchives.nseindia.com/corporate/OutcomeofboardmeetingJanuary132025_1_13012025184937.pdf
2025-01-13 18:47:25,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on January 13, 2025, declared Interim Dividend of 11 per equity share.",https://nsearchives.nseindia.com/corporate/ANGEL8896_13012025184710_OutcomeofboardmeetingJanuary132025_1.pdf
2024-11-29 13:08:05,General Updates,Angel One Limited has informed the Exchange  regarding the adjudication order passed by Securities Exchange Board of India (SEBI) on the Company.,https://nsearchives.nseindia.com/corporate/ANGELONE_29112024130805_Intimation_SettlementOrder_29112024.pdf
2024-11-18 17:39:45,Shareholders meeting,"Angel One Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",https://nsearchives.nseindia.com/corporate/ANGELONE_18112024173945_PostalBallotResults.pdf
2024-10-25 19:19:49,General Updates,"Angel One Limited has informed the Exchange about Disclosure Pursuant to the provisions of Regulation 30 read with sub-para 20, Para A, Part A, Schedule III of the SEBI(Listing Obligations and Disclosure Requirements), Regulations 2015 (Listing Regulations), we hereby submit the disclosure regarding the settlement order passed by Securities Exchange Board of India (SEBI).",https://nsearchives.nseindia.com/corporate/ANGELONE_25102024191949_Intimation_SettlementOrder_25102024.pdf
2024-10-22 20:01:52,General Updates,"Angel One Limited has informed the Exchange about Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations ) in respect of Incorporation of Section 8 Company",https://nsearchives.nseindia.com/corporate/ANGELONE_22102024200152_IncorporationSection8Company_Intimation.pdf
2024-10-18 16:58:30,Shareholders meeting,Angel One Limited has informed the Exchange regarding Notice of Postal Ballot,https://nsearchives.nseindia.com/corporate/ANGELONE_18102024165830_Intimation_PostalBallotNotice.pdf
2024-10-14 18:27:40,Financial Result Updates," Angel One Limited has submitted to the Exchange, the financial results for the period ended September 30, 2024.",https://nsearchives.nseindia.com/corporate/Outocme_14102024__1__14102024182740.pdf
2024-10-14 18:23:07,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on October 14, 2024.",https://nsearchives.nseindia.com/corporate/ANGELONE_14102024182308_Outocme_14102024__1_.pdf
2024-08-09 22:32:44,Shareholders meeting,"Angel One Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on August 09, 2024. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",https://nsearchives.nseindia.com/corporate/ANGELONE_09082024223244_Proceedings_AGM_09082024.pdf
2024-07-18 19:33:23,Shareholders meeting,Angel One Limited has informed the Exchange about Shareholders meeting,https://nsearchives.nseindia.com/corporate/ANGELONE_18072024193323_IntimationfordisptachofNoticeforAGM.pdf
2024-07-15 19:53:52,Financial Result Updates,"Angel One Limited has submitted to the Exchange, the financial results for the period ended June 30, 2024.",https://nsearchives.nseindia.com/corporate/OuctomeandFRfinalJUly2024_15072024195352.pdf
2024-07-15 19:52:08,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on July 15, 2024.",https://nsearchives.nseindia.com/corporate/ANGELONE_15072024195208_OuctomeandFRfinalJUly2024.pdf
2024-06-03 16:33:33,Updates,"Angel One Limited has informed the Exchange regarding 'Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations ) in respect of Incorporation of step-down wholly owned subsidiary company'.",https://nsearchives.nseindia.com/corporate/ANGELONE_03062024163333_June32024Incorporationofstepdownsubsidiary.pdf
2024-05-31 20:02:48,Updates,"Angel One Limited has informed the Exchange regarding 'Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations ) in respect of Incorporation of step-down wholly owned subsidiary company '.",https://nsearchives.nseindia.com/corporate/ANGELONE_31052024200248_May312024Incorporationofstepdownsubsidiary.pdf
2024-05-10 15:28:44,Disclosure under SEBI Takeover Regulations,"Dinesh D. Thakkar has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",https://nsearchives.nseindia.com/corporate/ANGELONE_10052024152844_ANGELONE.pdf
2024-04-17 18:16:21,Financial Result Updates,"Angel One Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.",https://nsearchives.nseindia.com/corporate/OutcomeBM17042024_17042024181621.pdf
2024-04-17 18:13:04,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on April 17, 2024.",https://nsearchives.nseindia.com/corporate/ANGELONE_17042024181304_OutcomeBM17042024.pdf
2024-04-02 23:06:08,Committee Meeting Updates,"Angel One Limited has informed the Exchange regarding Outcome of Committee Meeting held on April 02, 2024.",https://nsearchives.nseindia.com/corporate/ANGELONE_02042024230608_April02042024IntimationIssueClosure.pdf
2024-03-26 21:54:26,Committee Meeting Updates,"Angel One Limited has informed the Exchange regarding revised date of Committee Meeting to be held on April 02, 2024.",https://nsearchives.nseindia.com/corporate/ANGELONE_26032024215426_prioritntimationcommmeeting26032024rev.pdf
2024-03-26 21:03:12,Committee Meeting Updates,"Angel One Limited has informed the Exchange regarding Committee Meeting to be held on April 01, 2024, inter alia, to consider and approve the Issue price for theEquity Shares to be allotted to qualified institutional buyers, pursuant to the Issue.",https://nsearchives.nseindia.com/corporate/ANGELONE_26032024210312_priorintimationcommmeeeting26032024.pdf
2024-03-26 20:52:35,Committee Meeting Updates,"Angel One Limited has informed the Exchange regarding Outcome of Committee Meeting held on March 26, 2024.",https://nsearchives.nseindia.com/corporate/ANGELONE_26032024205235_OutcomeofCommmeetingIssueopen26032024Final.pdf
2024-03-15 19:42:10,Shareholders meeting,"The Extra Ordinary General ( EOGM ) of the Company was held on Friday, March 15, 2024 at 10.48 a.m. (IST) and concluded at11.42 a.m. (IST) through Video Conferencing (VC)/ Other Audio Video Means (OAVM). In this regard, we are enclosing the following: a. Details of the Proceedings of the EOGM pursuant to Regulation 30 of the Listing Regulations b. The voting results of the business transacted at the EOGM in the prescribed format pursuant to Regulation 44(3) of the Listing Regulations c. The consolidated report of the Scrutinizer on remote e-voting prior and during the EOGM",https://nsearchives.nseindia.com/corporate/ANGELONE_15032024194210_IntimationofEGMvotingresults_s.pdf
2024-02-27 13:21:50,Updates,"Angel One Limited has informed the Exchange regarding 'Intimation under SEBI (Listing Obligations and Disclosure Requirements) Regulation, 2015 -Selection as Associate Partner for the Indian Premier League ( IPL ) by Board of Control for Cricketin India ( BCCI )'.",https://nsearchives.nseindia.com/corporate/ANGELONE_27022024132150_February242024IntimationofassociatepartnerIPL.pdf
2024-02-22 20:49:52,Shareholders meeting,"Angel One Limited has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on March 15, 2024",https://nsearchives.nseindia.com/corporate/ANGELONE_22022024204952_IntimationofnoticeofdispatchEOGM.pdf
2024-02-22 18:20:36,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on February 22, 20241. To consider, inter alia, proposal for raising of funds in one or more tranches by way ofissuance of such number of equity shares having face value Rs 10 each of the Company( Equity Shares ) or any other eligible securities or any combination thereof (hereinafterreferred to as ""Securities""), for an aggregate amount not exceeding Rs. 2000 Crore (RupeesTwo Thousand Crore only) by way of a preferential issue, further public offer or qualifiedinstitutions placement (""QIP"") or other permissible mode or through a combination thereof,in one or more tranches, in accordance with the provisions of Securities and ExchangeBoard of India (Issue of Capital and Disclosure Requirements) Regulations, 20l8 as amendedfrom time to time and other applicable laws and subject to approval of the Company'sshareholders and receipt of applicable regulatory approvals.2) Approved the increase in Authorised Share Capital of the Company from Rs. 1,000,000,000(Rupees One Hundred Crore) comprising of 100,000,000 (Ten Crore) Equity Shares of Rs.10each to Rs. 1,200,000,000 (Rupees One Hundred Twenty Crore) divided into 120,000,000(Twelve Crore) Equity Shares of Rs. 10 each and Consequential Alteration in the CapitalClause of the Memorandum of Association, subject to shareholders  approval by conveningan Extra Ordinary General Meeting.3) Approved convening of the Extra Ordinary General Meeting of the Company on FridayMarch 15, 2024 at 10.30 a.m. through Video Conferencing or Other Audio Visual Means, inaccordance with the circulars and guidelines issued by the Ministry of Corporate Affairs, forseeking the approval of Shareholders of the Company, inter-alia on the matter mentionedabove4) Considered and Approved the Notice of Extra Ordinary General Meeting of the Company tobe held on Friday March 15, 2024 vide Video Conference (VC)/Other Audio-Visual Means(OAVM).",https://nsearchives.nseindia.com/corporate/ANGELONE_22022024182036_OutcomeofBM_22022024.pdf
2024-01-15 17:52:13,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on January 15, 2024 that the Board of Directors of the Company in its meeting  raising of funds by way of issuance of Non-Convertible Debentures ('NCD s) of up to Rs. 500 crores in one or more tranches on private placement basis",https://nsearchives.nseindia.com/corporate/ANGELONE_15012024175214_BMoutcomeandresults.pdf
2024-01-15 17:48:13,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on January 15, 2024, declared Interim Dividend of 12.70 per equity share.",https://nsearchives.nseindia.com/corporate/ANGELONE_15012024174813_BMoutcomeandresults.pdf
2024-01-15 17:46:13,Financial Result Updates,"Angel One Limited has submitted to the Exchange, the financial results for the period ended December 31, 2023.",https://nsearchives.nseindia.com/corporate/BMoutcomeandresults_15012024174613.pdf
2023-10-12 17:56:13,Financial Result Updates,"Angel One Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",https://nsearchives.nseindia.com/corporate/outcomeoftheboardmeeting12102023_12102023175613.pdf
2023-10-12 17:54:01,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on October 12, 2023, declared Interim Dividend of 12.70 per equity share.",https://nsearchives.nseindia.com/corporate/ANGELONE_12102023175401_outcomeoftheboardmeeting12102023.pdf
2023-09-15 19:31:06,Shareholders meeting,"Angel One Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",https://nsearchives.nseindia.com/corporate/ANGELONE_15092023193106_Intimation.pdf
2023-08-16 17:08:45,Shareholders meeting,Angel One Limited has informed the Exchange regarding Notice of Postal Ballot,https://nsearchives.nseindia.com/corporate/ANGELONE_16082023170845_IntimationPostalBallotNotice.pdf
2023-08-09 18:30:55,Scheme of Arrangement,"Pursuant to Regulation 30 read with Schedule III of the Listing Regulations, we wish to inform you that the Board of Directors ( Board ) of Angel One Limited ( Company  or  AOL or ""Transferor Company"") has at its meeting held on August 09, 2023, approved the Scheme of Arrangement involving transfer of Business Undertaking 1 of AOL to Angel  Securities Limited ( ASL  or  Transferee Company 1 ), a wholly owned subsidiary of the AOL and Business Undertaking 2 of AOL to Angel Crest Limited ( ACL  or  Transferee Company 2 ), a wholly owned subsidiary of AOL, under the provisions of Sections 230 to 232 of the Companies Act, 2013, and other applicable regulatory requirements (the  Scheme ).",https://nsearchives.nseindia.com/corporate/ANGELONE_09082023183055_August092023OutcomeofBoardMeeting.pdf
2023-08-09 18:24:20,Outcome of Board Meeting,"Pursuant to Regulation 30 read with Schedule III of the Listing Regulations, we wish to inform you that the Board of Directors ( Board ) of Angel One Limited ( Company  or  AOL or ""Transferor Company"") has at its meeting held on August 09, 2023, approved the Scheme of Arrangement involving transfer of Business Undertaking 1 of AOL to Angel  Securities Limited ( ASL  or  Transferee Company 1 ), a wholly owned subsidiary of the AOL and Business Undertaking 2 of AOL to Angel Crest Limited ( ACL  or  Transferee Company 2 ), a wholly owned subsidiary of AOL, under the provisions of Sections 230 to 232 of the Companies Act, 2013, and other applicable regulatory requirements (the  Scheme ).",https://nsearchives.nseindia.com/corporate/ANGELONE_09082023182420_August092023OutcomeofBoardMeeting.pdf
2023-07-14 16:48:25,Disclosure under SEBI Takeover Regulations,"Dinesh D. Thakkar has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",https://nsearchives.nseindia.com/corporate/ANGELONE_14072023164825_Reg9.pdf
2023-07-13 19:19:37,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on July 13, 2023, declared Interim Dividend of Rs. 9.25 per equity share.",https://nsearchives.nseindia.com/corporate/ANGELONE_13072023191937_Financialresults.pdf
2023-07-13 19:16:08,Financial Result Updates,"Angel One Limited has submitted to the Exchange, the financial results for the period ended June 30, 2023.",https://nsearchives.nseindia.com/corporate/Financialresults_13072023191608.pdf
2023-06-23 19:47:29,Shareholders meeting,"Regulation 30 and Regulation 44(3) of the SEBI (Listing Obligations and DisclosureRequirements) Regulations, 2015 ( Listing Regulations )   Proceedings and details of votingresults of the 27th Annual General Meeting.",https://nsearchives.nseindia.com/corporate/ANGELONE_23062023194729_IntimationofAGMandscrutinizerreport23062023.pdf
2023-06-01 15:00:09,Shareholders meeting,"Angel One Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 23, 2023",https://nsearchives.nseindia.com/corporate/ANGELONE_01062023150009_Intimationfordispatchofnotice.pdf
2023-05-29 17:14:26,Updates,"Angel One Limited has informed the Exchange regarding 'Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations ) in respect of Incorporation of a wholly owned subsidiary company '.",https://nsearchives.nseindia.com/corporate/ANGELONE_29052023171426_SEDisclosure_29052023.pdf
2023-05-29 14:36:06,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on May 29, 2023.",https://nsearchives.nseindia.com/corporate/ANGELONE_29052023143606_OutcomeoftheBoardmeeing29052023signed.pdf
2023-04-27 20:04:09,Acquisition,"Angel One Limited has informed the Exchange about  Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations ) in respect of Incorporation of a wholly owned subsidiary company",https://nsearchives.nseindia.com/corporate/ANGELONE_27042023200409_SEDisclosure27042023signed.pdf
2023-04-17 18:22:56,Financial Result Updates,"Angel One Limited has submitted to the Exchange, the financial results for the period ended March 31, 2023.",https://nsearchives.nseindia.com/corporate/Outcomefinalfull_17042023182256.pdf
2023-04-17 18:20:52,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on April 17, 2023, recommended Final Dividend of 4 per equity share.",https://nsearchives.nseindia.com/corporate/ANGELONE_17042023182052_Outcomefinalfull.pdf
2023-04-06 17:51:30,Board Meeting Intimation,"In continuation to our earlier intimation dated March 26, 2023, regarding intimation of the Board Meeting of the Company to be held on April 17, 2023 for consideration of audited financial results for the quarter and year ended March 31, 2023, we would like to inform you that the Board of Directors of the Company, in its aforesaid meeting, will also consider the matter pertaining to recommendation of final dividend, if any, to the shareholders for the financial year 2022-23.",https://nsearchives.nseindia.com/corporate/ANGELONE_06042023175130_Intimationofdividendandearningscall.pdf
2023-03-26 13:13:05,Board Meeting Intimation,"Pursuant to Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (""Listing Regulations"") we hereby inform that a meeting of the Board of Directors of the Company is scheduled to be held on Monday, April 17, 2023 to consider and approve the Audited financial results for the quarter and year ended March 31, 2023.Further, pursuant to the Listing Regulations and the amendments made thereto, the Trading Window in respect of equity shares of the Company will remain closed from April 01, 2023 till 48 hours from the date of declaration of Audited financial results for the quarter and year ended March 31, 2023.",https://nsearchives.nseindia.com/corporate/ANGELONE_26032023131305_March262023IntimationBoardmeeting.pdf
2023-03-22 13:05:04,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on March 22, 2023, declared Interim Dividend of 9.60 per equity share by way of circular resolution",https://nsearchives.nseindia.com/corporate/ANGELONE_22032023130504_outcomeCR22032023.pdf
2023-02-24 21:00:05,Shareholders meeting,"Angel One Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot along with  voting results under Regulation 44(3) Further, the company has informed the Exchange regarding voting results.",https://nsearchives.nseindia.com/corporate/ANGELONE_24022023210005_IntimationStockExchangePostalBallot24022023.pdf
2023-02-16 17:50:19,Outcome of Board Meeting,"Angel One Limited has informed the Exchange regarding  Board meeting held on February 16, 2023. Disclosure under Regulation 30 (read with Part A of Schedule III) of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 (""Listing Regulations ).",https://nsearchives.nseindia.com/corporate/ANGELONE_16022023175018_OutcomeofthemeetingFebruary162023IntimationofreginationofCEO.pdf
2023-01-25 18:58:12,Shareholders meeting,Angel One Limited has informed the Exchange regarding Notice of Postal Ballot,https://nsearchives.nseindia.com/corporate/ANGELONE_25012023185812_IntimationPostalBallotNotice.pdf
2023-01-16 19:34:12,Dividend,"Angel One Limited has informed the Exchange that Board of Directors at its meeting held on January 16, 2023, declared Interim Dividend of 9.60 per equity share.",https://nsearchives.nseindia.com/corporate/ANGELONE_16012023193412_Outcomebm16012023.pdf
2023-01-16 19:27:38,Financial Result Updates,"Angel One Limited has submitted to the Exchange, the financial results for the period ended December 31, 2022.",https://nsearchives.nseindia.com/corporate/Outcomebm16012023_16012023192738.pdf
2023-01-04 15:34:19,ESOP/ESOS/ESPS,"Angel One Limited has informed the Exchange regarding Grant of 1770  Options.In accordance with the provisions of the Regulation 30 of the Securities and Exchange Board of lndia (Listing Obligations and Disclosure Requirements) Regulations, 2015 (the  Listing Regulations ), we hereby inform you that the Nomination and Remuneration Committee of Angel One Limited (formerly known as Angel Broking Limited) (the  Company ) has approved grants of 1,060 Stock Options and 710 Restrictive Stock Units ( RSUs ) convertible into equal number of Equity Shares of the Company of face value of Rs.10 each to 2 eligible employees of the Company under the Angel Broking Employee Long Term Incentive Plan 2021 ( LTI Plan 2021 ).",https://nsearchives.nseindia.com/corporate/ANGELONE_04012023153419_January042023Intimationofgrants.pdf
